Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh)
0,431,925,17.5,108.75,2.0E+06,0.259,24.39
1,431,926,17.5,109.0625,6.9E+07,0.268,868.43
2,431,927,17.5,109.375,5.0E+06,0.277,65.16
3,431,928,17.5,109.6875,1.7E+08,0.286,2271.97
4,431,929,17.5,110,2.0E+08,0.292,2701.61
5,431,930,17.5,110.3125,0.0E+00,0.297,0.00
6,432,924,17.75,108.4375,2.1E+08,0.258,2573.92
7,432,925,17.75,108.75,6.3E+08,0.248,7340.47
8,432,926,17.75,109.0625,1.5E+08,0.253,1818.51
9,432,927,17.75,109.375,0.0E+00,0.266,0.00
10,432,928,17.75,109.6875,8.0E+06,0.278,104.74
11,432,929,17.75,110,2.0E+08,0.286,2621.66
12,432,930,17.75,110.3125,5.0E+08,0.292,6810.80
13,432,931,17.75,110.625,3.8E+07,0.301,537.39
14,433,923,18,108.125,0.0E+00,0.277,0.00
15,433,924,18,108.4375,8.2E+08,0.253,9719.46
16,433,925,18,108.75,8.1E+08,0.227,8587.25
17,433,926,18,109.0625,5.2E+08,0.218,5383.08
18,433,927,18,109.375,4.5E+08,0.209,4366.12
19,433,928,18,109.6875,7.4E+08,0.223,7748.16
20,433,929,18,110,3.3E+08,0.260,3981.97
21,433,930,18,110.3125,3.4E+08,0.287,4555.22
22,433,931,18,110.625,1.8E+08,0.295,2526.60
23,433,932,18,110.9375,0.0E+00,0.308,0.00
24,434,922,18.25,107.8125,0.0E+00,0.305,0.00
25,434,923,18.25,108.125,0.0E+00,0.291,0.00
26,434,924,18.25,108.4375,5.9E+08,0.258,7127.23
27,434,925,18.25,108.75,9.2E+08,0.207,8911.37
28,434,926,18.25,109.0625,8.2E+08,0.141,5419.34
29,434,927,18.25,109.375,5.6E+08,0.106,2793.54
30,434,928,18.25,109.6875,5.4E+08,0.116,2912.21
31,434,929,18.25,110,9.0E+08,0.205,8620.54
32,434,930,18.25,110.3125,4.1E+08,0.280,5442.67
33,434,931,18.25,110.625,8.5E+07,0.292,1168.69
34,434,932,18.25,110.9375,5.9E+07,0.308,853.51
35,434,933,18.25,111.25,0.0E+00,0.321,0.00
36,435,922,18.5,107.8125,0.0E+00,0.331,0.00
37,435,923,18.5,108.125,0.0E+00,0.322,0.00
38,435,924,18.5,108.4375,4.8E+08,0.288,6489.36
39,435,925,18.5,108.75,5.1E+08,0.197,4733.02
40,435,926,18.5,109.0625,2.6E+07,0.098,119.57
41,435,928,18.5,109.6875,1.9E+07,0.072,64.60
42,435,929,18.5,110,2.3E+08,0.134,1458.82
43,435,930,18.5,110.3125,9.0E+08,0.253,10645.40
44,435,931,18.5,110.625,7.4E+08,0.295,10203.70
45,435,932,18.5,110.9375,6.2E+07,0.310,905.22
46,435,933,18.5,111.25,0.0E+00,0.325,0.00
47,436,922,18.75,107.8125,0.0E+00,0.358,0.00
48,436,923,18.75,108.125,0.0E+00,0.361,0.00
49,436,924,18.75,108.4375,4.2E+08,0.335,6546.82
50,436,925,18.75,108.75,2.3E+08,0.191,2073.32
51,436,930,18.75,110.3125,1.7E+08,0.191,1514.75
52,436,931,18.75,110.625,8.8E+08,0.294,12170.79
53,436,932,18.75,110.9375,6.7E+08,0.317,9949.74
54,436,933,18.75,111.25,3.0E+06,0.330,46.60
55,437,922,19,107.8125,0.0E+00,0.382,0.00
56,437,923,19,108.125,0.0E+00,0.396,0.00
57,437,924,19,108.4375,2.9E+08,0.382,5154.65
58,437,925,19,108.75,1.4E+08,0.248,1588.55
59,437,930,19,110.3125,0.0E+00,0.133,0.00
60,437,931,19,110.625,7.3E+08,0.209,7164.76
61,437,932,19,110.9375,9.1E+08,0.320,13680.22
62,437,933,19,111.25,8.3E+07,0.338,1319.58
63,437,934,19,111.5625,0.0E+00,0.345,0.00
64,438,922,19.25,107.8125,0.0E+00,0.398,0.00
65,438,923,19.25,108.125,0.0E+00,0.415,0.00
66,438,924,19.25,108.4375,1.2E+08,0.415,2242.98
67,438,925,19.25,108.75,1.9E+08,0.306,2692.38
68,438,931,19.25,110.625,4.7E+08,0.164,3605.67
