Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh)
427,454,908,23.25,103.4375,7.1E+08,0.032,893.11
428,454,909,23.25,103.75,5.6E+08,0.034,757.53
429,454,910,23.25,104.0625,6.1E+08,0.108,2602.12
430,454,911,23.25,104.375,5.4E+08,0.111,2384.38
431,454,912,23.25,104.6875,5.6E+08,0.043,949.50
432,454,913,23.25,105,4.3E+08,0.028,482.54
433,454,914,23.25,105.3125,1.8E+08,0.043,294.14
434,454,915,23.25,105.625,5.2E+08,0.059,1208.03
435,454,916,23.25,105.9375,5.3E+08,0.112,2351.94
436,454,917,23.25,106.25,7.3E+08,0.210,6081.29
437,454,918,23.25,106.5625,7.0E+08,0.214,5953.78
438,454,919,23.25,106.875,7.1E+08,0.236,6599.05
439,454,920,23.25,107.1875,7.1E+08,0.231,6517.12
440,454,921,23.25,107.5,7.1E+08,0.190,5336.52
441,454,922,23.25,107.8125,7.3E+08,0.208,5985.08
442,454,923,23.25,108.125,8.3E+08,0.209,6847.47
443,454,924,23.25,108.4375,7.0E+08,0.198,5466.62
444,454,925,23.25,108.75,6.6E+08,0.232,6062.07
445,454,926,23.25,109.0625,8.1E+08,0.303,9659.73
446,454,927,23.25,109.375,7.1E+08,0.224,6309.54
447,454,928,23.25,109.6875,7.0E+08,0.168,4646.19
448,454,929,23.25,110,8.3E+08,0.195,6403.17
449,454,930,23.25,110.3125,6.9E+08,0.195,5290.23
450,454,931,23.25,110.625,5.9E+08,0.190,4411.43
451,454,932,23.25,110.9375,5.3E+08,0.164,3456.78
452,454,933,23.25,111.25,6.2E+08,0.134,3266.98
453,454,934,23.25,111.5625,5.6E+08,0.139,3069.11
454,454,935,23.25,111.875,6.4E+08,0.114,2889.81
455,454,936,23.25,112.1875,5.7E+08,0.125,2833.83
456,454,937,23.25,112.5,3.4E+08,0.139,1874.71
457,454,938,23.25,112.8125,5.0E+08,0.207,4108.78
458,454,939,23.25,113.125,1.9E+08,0.261,1973.32
459,454,940,23.25,113.4375,4.1E+08,0.230,3694.86
460,454,941,23.25,113.75,6.3E+08,0.175,4369.73
461,454,942,23.25,114.0625,5.5E+08,0.119,2585.29
462,454,943,23.25,114.375,4.6E+08,0.138,2485.19
463,454,944,23.25,114.6875,4.1E+08,0.157,2524.19
464,454,945,23.25,115,3.4E+08,0.107,1439.78
465,454,946,23.25,115.3125,2.4E+08,0.091,844.65
466,454,947,23.25,115.625,4.4E+08,0.109,1895.77
467,454,948,23.25,115.9375,6.1E+08,0.146,3502.48
468,454,949,23.25,116.25,5.8E+08,0.186,4266.76
469,454,950,23.25,116.5625,4.2E+08,0.250,4145.20
470,454,951,23.25,116.875,3.7E+07,0.337,492.56
471,454,952,23.25,117.1875,0.0E+00,0.394,0.00
472,454,959,23.25,119.375,1.0E+06,0.408,16.13
473,454,960,23.25,119.6875,0.0E+00,0.375,0.00
474,454,961,23.25,120,4.7E+07,0.301,559.75
