0,18.25,109.375
1,18.25,109.6875
2,18.5,108.75
3,18.5,109.0625
4,18.5,109.375
5,18.5,109.6875
6,18.5,110.0
7,18.75,108.75
8,18.75,109.0625
9,18.75,109.375
10,18.75,109.6875
11,18.75,110.0
12,18.75,110.3125
13,19.0,108.75
14,19.0,109.0625
15,19.0,109.375
16,19.0,109.6875
17,19.0,110.0
18,19.0,110.3125
19,19.25,108.75
20,19.25,109.0625
21,19.25,109.375
22,19.25,109.6875
23,19.25,110.0
24,19.25,110.3125
25,19.25,110.625
26,19.5,109.0625
27,19.5,109.375
28,19.5,109.6875
29,19.5,110.0
30,19.5,110.3125
31,19.5,110.625
32,19.75,109.375
33,19.75,109.6875
34,19.75,110.0
35,19.75,110.3125
36,19.75,110.625
37,19.75,110.9375
38,20.0,109.6875
39,20.0,110.3125
40,20.0,110.625
41,20.0,110.9375
42,20.25,110.3125
43,20.5,110.0
44,20.5,110.3125
45,20.75,110.0
46,20.75,110.3125
47,21.0,109.0625
48,21.0,109.6875
49,21.0,110.0
50,21.0,110.3125
51,21.25,101.25
52,21.25,110.0
53,21.25,110.3125
54,21.25,110.625
55,21.5,100.3125
56,21.5,100.625
57,21.5,101.25
58,21.5,101.5625
59,21.5,109.0625
60,21.5,109.375
61,21.5,109.6875
62,21.5,110.0
63,21.5,110.3125
64,21.5,110.625
65,21.5,110.9375
66,21.5,111.25
67,21.5,111.5625
68,21.75,100.0
69,21.75,100.3125
70,21.75,100.625
71,21.75,100.9375
72,21.75,101.25
73,21.75,101.5625
74,21.75,107.1875
75,21.75,107.5
76,21.75,107.8125
77,21.75,108.125
78,21.75,108.4375
79,21.75,108.75
80,21.75,109.0625
81,21.75,109.375
82,21.75,109.6875
83,21.75,110.0
84,21.75,110.3125
85,21.75,110.625
86,21.75,110.9375
87,21.75,111.25
88,21.75,111.5625
89,21.75,111.875
90,21.75,112.1875
91,21.75,112.5
92,21.75,112.8125
93,22.0,100.0
94,22.0,100.3125
95,22.0,100.625
96,22.0,100.9375
97,22.0,101.25
98,22.0,101.5625
99,22.0,106.875
100,22.0,107.1875
101,22.0,107.5
102,22.0,107.8125
103,22.0,108.125
104,22.0,108.4375
105,22.0,108.75
106,22.0,109.0625
107,22.0,109.375
108,22.0,109.6875
109,22.0,110.0
110,22.0,110.3125
111,22.0,110.625
112,22.0,110.9375
113,22.0,111.25
114,22.0,111.5625
115,22.0,111.875
116,22.0,112.1875
117,22.0,112.5
118,22.0,112.8125
119,22.0,113.125
120,22.0,113.4375
121,22.25,99.375
122,22.25,99.6875
123,22.25,100.0
124,22.25,100.3125
125,22.25,100.625
126,22.25,100.9375
127,22.25,101.25
128,22.25,101.5625
129,22.25,106.875
130,22.25,107.1875
131,22.25,107.5
132,22.25,107.8125
133,22.25,108.125
134,22.25,108.4375
135,22.25,108.75
136,22.25,109.0625
137,22.25,109.375
138,22.25,109.6875
139,22.25,110.0
140,22.25,110.3125
141,22.25,110.625
142,22.25,110.9375
143,22.25,111.25
144,22.25,111.5625
145,22.25,111.875
146,22.25,112.1875
147,22.25,112.5
148,22.25,112.8125
149,22.25,113.125
150,22.25,113.4375
151,22.5,99.6875
152,22.5,100.0
153,22.5,100.3125
154,22.5,100.625
155,22.5,100.9375
156,22.5,101.25
157,22.5,101.5625
158,22.5,101.875
159,22.5,102.1875
160,22.5,103.125
161,22.5,106.875
162,22.5,107.1875
163,22.5,107.5
164,22.5,107.8125
165,22.5,108.125
166,22.5,108.4375
167,22.5,108.75
168,22.5,109.0625
169,22.5,109.375
170,22.5,109.6875
171,22.5,110.0
172,22.5,110.3125
173,22.5,110.625
174,22.5,110.9375
175,22.5,111.25
176,22.5,111.5625
177,22.5,111.875
178,22.5,112.1875
179,22.5,112.5
180,22.5,112.8125
181,22.5,113.125
182,22.5,113.4375
183,22.75,99.375
184,22.75,99.6875
185,22.75,100.0
186,22.75,100.3125
187,22.75,100.625
188,22.75,100.9375
189,22.75,101.25
190,22.75,101.5625
191,22.75,101.875
192,22.75,102.1875
193,22.75,102.8125
194,22.75,103.125
195,22.75,103.4375
196,22.75,103.75
197,22.75,104.0625
198,22.75,104.375
199,22.75,106.875
200,22.75,107.1875
201,22.75,107.5
202,22.75,107.8125
203,22.75,108.125
204,22.75,108.4375
205,22.75,108.75
206,22.75,109.0625
207,22.75,109.375
208,22.75,109.6875
209,22.75,110.0
210,22.75,110.3125
211,22.75,110.625
212,22.75,110.9375
213,22.75,111.25
214,22.75,111.5625
215,22.75,111.875
216,22.75,112.1875
217,22.75,112.5
218,22.75,112.8125
219,22.75,113.125
220,22.75,113.4375
221,22.75,113.75
222,22.75,114.0625
223,22.75,114.375
224,22.75,115.0
225,23.0,99.6875
226,23.0,100.0
227,23.0,100.3125
228,23.0,100.625
229,23.0,100.9375
230,23.0,101.25
231,23.0,101.5625
232,23.0,101.875
233,23.0,102.1875
234,23.0,102.5
235,23.0,102.8125
236,23.0,103.125
237,23.0,103.4375
238,23.0,103.75
239,23.0,104.0625
240,23.0,104.375
241,23.0,104.6875
242,23.0,105.9375
243,23.0,106.25
244,23.0,106.5625
245,23.0,106.875
246,23.0,107.1875
247,23.0,107.5
248,23.0,107.8125
249,23.0,108.125
250,23.0,108.4375
251,23.0,108.75
252,23.0,109.0625
253,23.0,109.375
254,23.0,109.6875
255,23.0,110.0
256,23.0,110.3125
257,23.0,110.625
258,23.0,110.9375
259,23.0,111.25
260,23.0,111.5625
261,23.0,111.875
262,23.0,112.1875
263,23.0,112.5
264,23.0,112.8125
265,23.0,113.125
266,23.0,113.4375
267,23.0,113.75
268,23.0,114.0625
269,23.0,114.375
270,23.0,114.6875
271,23.0,115.0
272,23.0,115.3125
273,23.0,115.625
274,23.0,115.9375
275,23.0,116.25
276,23.0,116.5625
277,23.25,99.0625
278,23.25,99.375
279,23.25,99.6875
280,23.25,100.0
281,23.25,100.3125
282,23.25,100.625
283,23.25,100.9375
284,23.25,101.25
285,23.25,101.5625
286,23.25,101.875
287,23.25,102.1875
288,23.25,102.5
289,23.25,102.8125
290,23.25,103.125
291,23.25,103.4375
292,23.25,103.75
293,23.25,104.0625
294,23.25,104.375
295,23.25,104.6875
296,23.25,105.0
297,23.25,105.625
298,23.25,105.9375
299,23.25,106.25
300,23.25,106.5625
301,23.25,106.875
302,23.25,107.1875
303,23.25,107.5
304,23.25,107.8125
305,23.25,108.125
306,23.25,108.4375
307,23.25,108.75
308,23.25,109.0625
309,23.25,109.375
310,23.25,109.6875
311,23.25,110.0
312,23.25,110.3125
313,23.25,110.625
314,23.25,110.9375
315,23.25,111.25
316,23.25,111.5625
317,23.25,111.875
318,23.25,112.1875
319,23.25,112.5
320,23.25,112.8125
321,23.25,113.125
322,23.25,113.4375
323,23.25,113.75
324,23.25,114.0625
325,23.25,114.375
326,23.25,114.6875
327,23.25,115.0
328,23.25,115.3125
329,23.25,115.625
330,23.25,115.9375
331,23.25,116.25
332,23.25,116.5625
333,23.5,99.0625
334,23.5,99.375
335,23.5,99.6875
336,23.5,100.0
337,23.5,100.3125
338,23.5,100.625
339,23.5,100.9375
340,23.5,101.25
341,23.5,101.5625
342,23.5,101.875
343,23.5,102.1875
344,23.5,102.5
345,23.5,102.8125
346,23.5,103.125
347,23.5,103.4375
348,23.5,103.75
349,23.5,104.0625
350,23.5,104.375
351,23.5,104.6875
352,23.5,105.0
353,23.5,105.3125
354,23.5,105.625
355,23.5,105.9375
356,23.5,106.25
357,23.5,106.5625
358,23.5,106.875
359,23.5,107.1875
360,23.5,107.5
361,23.5,107.8125
362,23.5,108.125
363,23.5,108.4375
364,23.5,108.75
365,23.5,109.0625
366,23.5,109.375
367,23.5,109.6875
368,23.5,110.0
369,23.5,110.3125
370,23.5,110.625
371,23.5,110.9375
372,23.5,111.25
373,23.5,111.5625
374,23.5,111.875
375,23.5,112.1875
376,23.5,112.5
377,23.5,112.8125
378,23.5,113.125
379,23.5,113.4375
380,23.5,113.75
381,23.5,114.0625
382,23.5,114.375
383,23.5,114.6875
384,23.5,115.0
385,23.5,115.3125
386,23.5,115.625
387,23.5,115.9375
388,23.5,116.25
389,23.5,116.5625
390,23.5,116.875
391,23.75,99.0625
392,23.75,99.375
393,23.75,99.6875
394,23.75,100.0
395,23.75,100.3125
396,23.75,100.625
397,23.75,100.9375
398,23.75,101.25
399,23.75,101.5625
400,23.75,101.875
401,23.75,102.1875
402,23.75,102.5
403,23.75,102.8125
404,23.75,103.125
405,23.75,103.4375
406,23.75,103.75
407,23.75,104.0625
408,23.75,104.375
409,23.75,104.6875
410,23.75,105.0
411,23.75,105.3125
412,23.75,105.625
413,23.75,105.9375
414,23.75,106.25
415,23.75,106.5625
416,23.75,106.875
417,23.75,107.1875
418,23.75,107.5
419,23.75,107.8125
420,23.75,108.125
421,23.75,108.4375
422,23.75,108.75
423,23.75,109.0625
424,23.75,109.375
425,23.75,109.6875
426,23.75,110.0
427,23.75,110.3125
428,23.75,110.625
429,23.75,110.9375
430,23.75,111.25
431,23.75,111.5625
432,23.75,111.875
433,23.75,112.1875
434,23.75,112.5
435,23.75,112.8125
436,23.75,113.125
437,23.75,113.4375
438,23.75,113.75
439,23.75,114.0625
440,23.75,114.375
441,23.75,114.6875
442,23.75,115.0
443,23.75,115.3125
444,23.75,115.625
445,23.75,115.9375
446,23.75,116.25
447,23.75,116.5625
448,23.75,116.875
449,23.75,117.1875
450,23.75,117.5
451,24.0,97.8125
452,24.0,99.0625
453,24.0,99.375
454,24.0,99.6875
455,24.0,100.0
456,24.0,100.3125
457,24.0,100.625
458,24.0,100.9375
459,24.0,101.25
