Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh)
1668,471,898,27.5,100.3125,1.3E+08,0.000,0.52
1669,471,899,27.5,100.625,1.7E+08,0.003,21.89
1670,471,900,27.5,100.9375,2.1E+08,0.012,101.28
1671,471,901,27.5,101.25,4.9E+08,0.019,362.68
1672,471,902,27.5,101.5625,6.1E+08,0.019,447.15
1673,471,903,27.5,101.875,1.8E+08,0.005,35.45
1674,471,904,27.5,102.1875,2.3E+08,0.000,3.30
1675,471,905,27.5,102.5,2.4E+08,0.000,1.51
1676,471,906,27.5,102.8125,3.9E+08,0.002,26.46
1677,471,907,27.5,103.125,1.6E+08,0.000,0.18
1678,471,908,27.5,103.4375,5.5E+08,0.005,111.85
1679,471,909,27.5,103.75,6.4E+08,0.014,366.42
1680,471,910,27.5,104.0625,6.0E+08,0.021,503.52
1681,471,911,27.5,104.375,7.5E+08,0.056,1666.83
1682,471,912,27.5,104.6875,6.3E+08,0.082,2050.51
1683,471,913,27.5,105,8.2E+08,0.075,2441.64
1684,471,914,27.5,105.3125,8.3E+08,0.107,3528.35
1685,471,915,27.5,105.625,8.1E+08,0.092,2917.12
1686,471,916,27.5,105.9375,6.6E+08,0.095,2491.77
1687,471,917,27.5,106.25,6.6E+08,0.101,2644.28
1688,471,918,27.5,106.5625,8.2E+08,0.108,3502.66
1689,471,919,27.5,106.875,8.5E+08,0.128,4311.55
1690,471,920,27.5,107.1875,7.4E+08,0.090,2635.17
1691,471,921,27.5,107.5,7.1E+08,0.071,1977.62
1692,471,922,27.5,107.8125,6.5E+08,0.064,1644.07
1693,471,923,27.5,108.125,6.2E+08,0.067,1634.33
1694,471,924,27.5,108.4375,4.8E+08,0.066,1245.18
1695,471,925,27.5,108.75,7.0E+08,0.083,2292.19
1696,471,926,27.5,109.0625,7.1E+08,0.104,2933.97
1697,471,927,27.5,109.375,4.9E+08,0.105,2028.40
1698,471,928,27.5,109.6875,4.5E+08,0.116,2060.62
1699,471,929,27.5,110,4.5E+08,0.095,1667.85
1700,471,930,27.5,110.3125,3.1E+08,0.056,682.30
1701,471,931,27.5,110.625,3.2E+08,0.043,537.07
1702,471,932,27.5,110.9375,3.9E+08,0.053,817.86
1703,471,933,27.5,111.25,5.1E+08,0.086,1745.25
1704,471,934,27.5,111.5625,4.8E+08,0.096,1794.03
1705,471,935,27.5,111.875,6.6E+08,0.154,3990.27
1706,471,936,27.5,112.1875,7.3E+08,0.241,6916.76
1707,471,937,27.5,112.5,5.8E+08,0.212,4810.51
1708,471,938,27.5,112.8125,4.9E+08,0.219,4191.22
1709,471,939,27.5,113.125,4.1E+08,0.219,3542.74
1710,471,940,27.5,113.4375,5.3E+08,0.161,3403.61
1711,471,941,27.5,113.75,3.6E+08,0.110,1563.85
1712,471,942,27.5,114.0625,2.7E+08,0.036,381.96
1713,471,943,27.5,114.375,3.5E+08,0.041,567.93
1714,471,944,27.5,114.6875,5.5E+08,0.141,3029.36
1715,471,945,27.5,115,5.5E+08,0.217,4707.56
1716,471,946,27.5,115.3125,5.0E+08,0.202,3976.37
1717,471,947,27.5,115.625,5.0E+08,0.189,3710.16
1718,471,948,27.5,115.9375,4.0E+08,0.101,1597.97
1719,471,949,27.5,116.25,2.6E+08,0.101,1053.10
1720,471,950,27.5,116.5625,3.9E+08,0.126,1944.76
1721,471,951,27.5,116.875,1.9E+08,0.091,693.54
1722,471,952,27.5,117.1875,2.2E+08,0.039,337.93
1723,471,953,27.5,117.5,1.6E+08,0.025,151.16
1724,471,954,27.5,117.8125,1.8E+08,0.025,176.20
1725,471,955,27.5,118.125,1.2E+08,0.039,180.76
1726,471,956,27.5,118.4375,1.1E+08,0.036,155.30
1727,471,957,27.5,118.75,1.5E+08,0.028,164.10
1728,471,958,27.5,119.0625,1.4E+08,0.044,240.08
1729,471,959,27.5,119.375,1.4E+08,0.037,209.86
1730,471,960,27.5,119.6875,1.2E+08,0.048,233.28
1731,471,961,27.5,120,1.5E+08,0.043,245.70
1732,471,962,27.5,120.3125,3.8E+08,0.067,991.57
1733,471,963,27.5,120.625,2.0E+08,0.209,1687.63
1734,471,964,27.5,120.9375,0.0E+00,0.362,0.00
1735,471,965,27.5,121.25,0.0E+00,0.419,0.00
1736,472,856,27.75,87.1875,1.8E+07,0.000,0.01
1737,472,857,27.75,87.5,3.6E+07,0.000,0.06
1738,472,858,27.75,87.8125,3.3E+07,0.000,0.20
1739,472,859,27.75,88.125,0.0E+00,0.003,0.00
1740,472,861,27.75,88.75,1.0E+08,0.000,0.55
1741,472,862,27.75,89.0625,6.7E+08,0.008,209.90
1742,472,863,27.75,89.375,2.4E+07,0.002,1.75
1743,472,868,27.75,90.9375,1.0E+06,0.000,0.01
1744,472,869,27.75,91.25,0.0E+00,0.000,0.00
1745,472,870,27.75,91.5625,4.6E+07,0.000,0.01
1746,472,871,27.75,91.875,3.7E+08,0.000,3.47
1747,472,872,27.75,92.1875,3.5E+08,0.013,185.84
1748,472,873,27.75,92.5,2.6E+08,0.008,78.52
1749,472,874,27.75,92.8125,3.2E+07,0.001,1.46
1750,472,875,27.75,93.125,2.5E+07,0.002,2.35
1751,472,876,27.75,93.4375,4.0E+07,0.002,3.70
1752,472,877,27.75,93.75,1.3E+07,0.001,0.42
1753,472,878,27.75,94.0625,3.7E+07,0.000,0.70
1754,472,879,27.75,94.375,5.2E+07,0.005,10.66
1755,472,880,27.75,94.6875,3.5E+07,0.016,22.30
1756,472,881,27.75,95,2.3E+07,0.055,50.43
1757,472,887,27.75,96.875,0.0E+00,0.000,0.00
1758,472,888,27.75,97.1875,5.0E+06,0.000,0.01
1759,472,891,27.75,98.125,9.0E+06,0.001,0.18
1760,472,892,27.75,98.4375,1.1E+08,0.001,3.09
1761,472,893,27.75,98.75,8.7E+07,0.000,0.75
1762,472,894,27.75,99.0625,9.8E+07,0.001,2.87
1763,472,895,27.75,99.375,5.6E+07,0.000,0.96
1764,472,896,27.75,99.6875,3.0E+08,0.017,198.43
1765,472,897,27.75,100,1.4E+08,0.046,256.75
1766,472,898,27.75,100.3125,1.1E+08,0.001,3.20
1767,472,899,27.75,100.625,2.1E+08,0.004,31.35
1768,472,900,27.75,100.9375,2.0E+08,0.006,50.31
1769,472,901,27.75,101.25,2.0E+08,0.003,25.11
1770,472,902,27.75,101.5625,4.2E+08,0.006,100.05
1771,472,903,27.75,101.875,1.5E+08,0.004,21.88
1772,472,904,27.75,102.1875,4.0E+08,0.004,58.56
1773,472,905,27.75,102.5,4.5E+08,0.007,127.69
1774,472,906,27.75,102.8125,5.8E+08,0.019,426.90
1775,472,907,27.75,103.125,3.2E+08,0.000,0.33
1776,472,908,27.75,103.4375,3.5E+08,0.000,0.74
1777,472,909,27.75,103.75,5.0E+08,0.001,13.08
1778,472,910,27.75,104.0625,4.2E+08,0.011,176.03
1779,472,911,27.75,104.375,4.2E+08,0.019,312.51
1780,472,912,27.75,104.6875,5.9E+08,0.025,575.03
1781,472,913,27.75,105,7.2E+08,0.053,1520.72
1782,472,914,27.75,105.3125,7.3E+08,0.053,1515.73
1783,472,915,27.75,105.625,6.7E+08,0.031,834.16
1784,472,916,27.75,105.9375,6.0E+08,0.050,1176.94
1785,472,917,27.75,106.25,7.2E+08,0.063,1803.19
1786,472,918,27.75,106.5625,7.8E+08,0.075,2310.09
1787,472,919,27.75,106.875,8.0E+08,0.094,2956.52
1788,472,920,27.75,107.1875,8.3E+08,0.084,2764.86
1789,472,921,27.75,107.5,7.5E+08,0.074,2191.32
1790,472,922,27.75,107.8125,7.4E+08,0.067,1944.29
1791,472,923,27.75,108.125,8.1E+08,0.061,1950.25
1792,472,924,27.75,108.4375,5.4E+08,0.044,933.66
1793,472,925,27.75,108.75,4.2E+08,0.031,520.12
1794,472,926,27.75,109.0625,8.0E+08,0.080,2510.10
1795,472,927,27.75,109.375,6.2E+08,0.109,2680.74
1796,472,928,27.75,109.6875,5.6E+08,0.138,3045.33
1797,472,929,27.75,110,5.7E+08,0.126,2860.49
1798,472,930,27.75,110.3125,3.9E+08,0.081,1245.25
1799,472,931,27.75,110.625,3.4E+08,0.068,924.87
1800,472,932,27.75,110.9375,2.4E+08,0.043,406.44
1801,472,933,27.75,111.25,7.1E+08,0.081,2272.32
1802,472,934,27.75,111.5625,7.2E+08,0.122,3474.76
1803,472,935,27.75,111.875,7.3E+08,0.170,4892.21
1804,472,936,27.75,112.1875,6.0E+08,0.228,5370.74
1805,472,937,27.75,112.5,6.8E+08,0.240,6450.82
1806,472,938,27.75,112.8125,6.5E+08,0.238,6058.65
1807,472,939,27.75,113.125,4.9E+08,0.227,4365.28
1808,472,940,27.75,113.4375,4.3E+08,0.185,3179.39
1809,472,941,27.75,113.75,5.2E+08,0.127,2598.16
1810,472,942,27.75,114.0625,5.7E+08,0.097,2177.78
1811,472,943,27.75,114.375,5.9E+08,0.069,1626.11
1812,472,944,27.75,114.6875,4.4E+08,0.132,2306.53
1813,472,945,27.75,115,5.7E+08,0.213,4810.55
1814,472,946,27.75,115.3125,6.9E+08,0.211,5709.58
1815,472,947,27.75,115.625,4.4E+08,0.168,2902.52
1816,472,948,27.75,115.9375,6.0E+08,0.136,3206.10
1817,472,949,27.75,116.25,6.7E+08,0.167,4402.18
1818,472,950,27.75,116.5625,6.0E+08,0.165,3917.24
1819,472,951,27.75,116.875,2.3E+08,0.127,1161.84
1820,472,952,27.75,117.1875,1.4E+08,0.047,257.16
1821,472,953,27.75,117.5,1.0E+08,0.037,149.96
1822,472,954,27.75,117.8125,1.2E+08,0.021,97.44
1823,472,955,27.75,118.125,1.5E+08,0.034,198.74
1824,472,956,27.75,118.4375,1.0E+08,0.035,138.78
1825,472,957,27.75,118.75,1.8E+08,0.030,208.74
1826,472,958,27.75,119.0625,2.3E+07,0.030,27.39
1827,472,959,27.75,119.375,6.2E+07,0.031,74.94
1828,472,960,27.75,119.6875,5.9E+07,0.027,63.32
1829,472,961,27.75,120,1.1E+08,0.034,155.37
1830,472,962,27.75,120.3125,3.5E+08,0.036,500.54
1831,472,963,27.75,120.625,4.1E+08,0.127,2047.22
1832,472,964,27.75,120.9375,2.1E+07,0.278,231.15
1833,472,965,27.75,121.25,0.0E+00,0.390,0.00
1834,473,852,28,85.9375,7.0E+07,0.000,0.02
1835,473,853,28,86.25,7.9E+07,0.000,0.29
1836,473,854,28,86.5625,1.8E+08,0.002,15.73
1837,473,855,28,86.875,1.9E+08,0.003,26.36
1838,473,856,28,87.1875,3.7E+08,0.001,13.91
1839,473,857,28,87.5,3.7E+08,0.003,42.40
1840,473,858,28,87.8125,5.6E+08,0.019,410.82
1841,473,859,28,88.125,4.9E+08,0.035,684.92
1842,473,860,28,88.4375,3.4E+08,0.026,354.71
1843,473,861,28,88.75,3.0E+08,0.016,188.28
1844,473,862,28,89.0625,8.4E+08,0.051,1712.68
1845,473,863,28,89.375,5.3E+08,0.016,327.05
1846,473,864,28,89.6875,1.0E+06,0.001,0.02
1847,473,866,28,90.3125,1.7E+07,0.003,2.21
1848,473,867,28,90.625,1.3E+08,0.005,24.76
1849,473,868,28,90.9375,2.0E+08,0.001,7.80
1850,473,869,28,91.25,1.2E+08,0.000,0.05
1851,473,870,28,91.5625,2.4E+08,0.000,3.73
1852,473,871,28,91.875,5.0E+08,0.004,72.24
1853,473,872,28,92.1875,6.4E+08,0.029,733.67
1854,473,873,28,92.5,3.9E+08,0.024,364.17
1855,473,874,28,92.8125,1.5E+08,0.001,5.02
1856,473,875,28,93.125,6.0E+07,0.000,0.64
1857,473,876,28,93.4375,3.7E+07,0.000,0.04
1858,473,877,28,93.75,1.2E+07,0.000,0.02
1859,473,878,28,94.0625,2.7E+07,0.000,0.05
1860,473,879,28,94.375,2.8E+07,0.003,3.06
1861,473,880,28,94.6875,9.2E+07,0.007,26.37
1862,473,881,28,95,4.8E+07,0.007,13.81
1863,473,882,28,95.3125,2.0E+08,0.011,81.77
1864,473,885,28,96.25,0.0E+00,0.001,0.00
1865,473,886,28,96.5625,0.0E+00,0.000,0.00
1866,473,887,28,96.875,3.9E+07,0.000,0.00
1867,473,888,28,97.1875,2.5E+08,0.000,0.02
1868,473,889,28,97.5,5.3E+07,0.000,0.01
1869,473,891,28,98.125,9.1E+07,0.002,6.48
1870,473,892,28,98.4375,1.2E+08,0.000,0.16
1871,473,893,28,98.75,1.3E+08,0.000,0.06
1872,473,894,28,99.0625,1.5E+08,0.000,2.40
1873,473,895,28,99.375,8.9E+07,0.000,1.50
1874,473,896,28,99.6875,2.1E+08,0.013,112.76
1875,473,897,28,100,2.6E+08,0.047,481.29
1876,473,898,28,100.3125,7.6E+07,0.001,3.45
1877,473,899,28,100.625,1.2E+08,0.003,14.56
1878,473,900,28,100.9375,7.9E+07,0.003,9.83
1879,473,901,28,101.25,1.3E+08,0.003,12.67
1880,473,902,28,101.5625,8.6E+07,0.001,2.51
1881,473,903,28,101.875,8.8E+07,0.001,1.88
1882,473,904,28,102.1875,4.6E+08,0.008,149.60
1883,473,905,28,102.5,5.1E+08,0.039,798.62
1884,473,906,28,102.8125,5.5E+08,0.022,474.02
1885,473,907,28,103.125,4.1E+08,0.001,12.46
1886,473,908,28,103.4375,1.8E+08,0.000,0.00
1887,473,909,28,103.75,3.9E+08,0.000,0.68
1888,473,910,28,104.0625,2.2E+08,0.002,13.32
1889,473,911,28,104.375,2.9E+08,0.009,103.69
1890,473,912,28,104.6875,4.0E+08,0.019,298.86
1891,473,913,28,105,4.2E+08,0.026,422.35
1892,473,914,28,105.3125,4.4E+08,0.034,589.33
1893,473,915,28,105.625,5.2E+08,0.052,1067.59
1894,473,916,28,105.9375,5.4E+08,0.042,877.72
1895,473,917,28,106.25,7.1E+08,0.042,1168.32
1896,473,918,28,106.5625,7.1E+08,0.054,1531.40
1897,473,919,28,106.875,7.3E+08,0.072,2077.07
1898,473,920,28,107.1875,8.0E+08,0.056,1758.65
1899,473,921,28,107.5,7.2E+08,0.066,1863.86
1900,473,922,28,107.8125,8.3E+08,0.071,2315.84
1901,473,923,28,108.125,8.0E+08,0.037,1153.52
1902,473,924,28,108.4375,6.3E+08,0.029,708.80
1903,473,925,28,108.75,3.1E+08,0.020,247.54
1904,473,926,28,109.0625,7.0E+08,0.064,1751.99
1905,473,927,28,109.375,8.1E+08,0.121,3883.31
1906,473,928,28,109.6875,6.9E+08,0.124,3380.62
1907,473,929,28,110,7.3E+08,0.117,3368.41
1908,473,930,28,110.3125,4.8E+08,0.104,1944.16
1909,473,931,28,110.625,6.9E+08,0.105,2881.43
1910,473,932,28,110.9375,2.1E+08,0.054,435.76
1911,473,933,28,111.25,6.2E+08,0.084,2038.29
1912,473,934,28,111.5625,6.7E+08,0.140,3704.14
1913,473,935,28,111.875,5.6E+08,0.151,3346.45
1914,473,936,28,112.1875,6.6E+08,0.229,5936.64
1915,473,937,28,112.5,6.5E+08,0.251,6466.33
1916,473,938,28,112.8125,6.3E+08,0.240,6007.34
1917,473,939,28,113.125,5.6E+08,0.227,4990.05
1918,473,940,28,113.4375,4.6E+08,0.179,3227.63
1919,473,941,28,113.75,6.0E+08,0.135,3227.69
1920,473,942,28,114.0625,5.9E+08,0.127,2970.91
1921,473,943,28,114.375,6.6E+08,0.094,2444.10
1922,473,944,28,114.6875,6.4E+08,0.131,3347.45
1923,473,945,28,115,7.7E+08,0.183,5527.00
1924,473,946,28,115.3125,8.5E+08,0.230,7686.34
1925,473,947,28,115.625,7.7E+08,0.197,5992.58
1926,473,948,28,115.9375,6.2E+08,0.193,4718.02
1927,473,949,28,116.25,7.5E+08,0.215,6415.62
1928,473,950,28,116.5625,8.1E+08,0.215,6851.82
1929,473,951,28,116.875,4.5E+08,0.156,2789.82
1930,473,952,28,117.1875,2.6E+08,0.074,749.91
1931,473,953,28,117.5,1.5E+08,0.048,284.20
1932,473,954,28,117.8125,1.5E+08,0.032,193.16
1933,473,955,28,118.125,7.0E+07,0.033,91.53
1934,473,956,28,118.4375,2.6E+08,0.031,319.35
1935,473,957,28,118.75,1.2E+08,0.035,167.94
1936,473,958,28,119.0625,1.6E+08,0.027,168.65
1937,473,959,28,119.375,7.2E+07,0.024,68.74
1938,473,960,28,119.6875,4.9E+07,0.024,46.97
1939,473,961,28,120,9.8E+07,0.040,154.50
1940,473,962,28,120.3125,2.1E+08,0.029,239.43
1941,473,963,28,120.625,2.6E+08,0.068,700.73
1942,473,964,28,120.9375,2.4E+08,0.173,1636.04
1943,473,965,28,121.25,5.9E+07,0.334,778.23
1944,473,966,28,121.5625,0.0E+00,0.392,0.00
1945,474,849,28.25,85,1.0E+06,0.000,0.00
1946,474,850,28.25,85.3125,2.0E+07,0.000,0.00
1947,474,851,28.25,85.625,6.4E+07,0.000,0.91
1948,474,852,28.25,85.9375,4.1E+08,0.005,74.50
1949,474,853,28.25,86.25,4.6E+08,0.005,90.53
1950,474,854,28.25,86.5625,6.0E+08,0.045,1064.77
1951,474,855,28.25,86.875,5.7E+08,0.036,796.61
1952,474,856,28.25,87.1875,4.8E+08,0.011,207.58
1953,474,857,28.25,87.5,4.6E+08,0.009,155.33
1954,474,858,28.25,87.8125,6.1E+08,0.028,677.03
1955,474,859,28.25,88.125,8.1E+08,0.069,2201.98
1956,474,860,28.25,88.4375,8.3E+08,0.086,2798.99
1957,474,861,28.25,88.75,8.2E+08,0.066,2131.60
1958,474,862,28.25,89.0625,8.1E+08,0.091,2912.08
1959,474,863,28.25,89.375,7.1E+08,0.042,1164.20
1960,474,864,28.25,89.6875,5.4E+08,0.012,263.40
1961,474,865,28.25,90,4.5E+08,0.004,71.42
1962,474,866,28.25,90.3125,4.8E+08,0.014,259.36
1963,474,867,28.25,90.625,4.7E+08,0.008,154.94
1964,474,868,28.25,90.9375,3.2E+08,0.002,26.05
1965,474,869,28.25,91.25,2.9E+08,0.001,15.91
1966,474,870,28.25,91.5625,6.6E+08,0.010,260.06
1967,474,871,28.25,91.875,5.7E+08,0.017,387.21
1968,474,872,28.25,92.1875,6.3E+08,0.042,1043.88
1969,474,873,28.25,92.5,4.4E+08,0.005,93.01
1970,474,874,28.25,92.8125,1.5E+08,0.000,0.24
1971,474,875,28.25,93.125,1.3E+08,0.000,0.00
1972,474,876,28.25,93.4375,4.8E+07,0.000,0.00
1973,474,877,28.25,93.75,2.1E+07,0.000,0.00
1974,474,878,28.25,94.0625,1.9E+07,0.000,0.02
1975,474,879,28.25,94.375,2.6E+07,0.001,0.92
1976,474,880,28.25,94.6875,1.4E+08,0.005,24.07
1977,474,881,28.25,95,4.4E+07,0.001,2.58
1978,474,882,28.25,95.3125,2.7E+07,0.001,1.00
1979,474,883,28.25,95.625,6.0E+07,0.013,29.81
1980,474,884,28.25,95.9375,1.0E+06,0.001,0.03
1981,474,885,28.25,96.25,5.2E+07,0.000,0.40
1982,474,886,28.25,96.5625,1.5E+07,0.000,0.01
1983,474,887,28.25,96.875,1.2E+08,0.000,1.71
1984,474,888,28.25,97.1875,2.4E+08,0.001,6.72
1985,474,889,28.25,97.5,9.6E+07,0.001,2.74
1986,474,890,28.25,97.8125,4.8E+07,0.000,0.28
1987,474,891,28.25,98.125,1.5E+08,0.001,4.61
1988,474,892,28.25,98.4375,1.1E+08,0.000,0.00
1989,474,893,28.25,98.75,1.4E+08,0.000,0.11
1990,474,894,28.25,99.0625,2.0E+08,0.000,2.17
1991,474,895,28.25,99.375,1.6E+08,0.000,0.87
1992,474,896,28.25,99.6875,1.1E+08,0.003,14.24
1993,474,897,28.25,100,3.4E+08,0.012,161.27
1994,474,898,28.25,100.3125,2.4E+08,0.001,7.96
1995,474,899,28.25,100.625,1.1E+08,0.001,4.44
1996,474,900,28.25,100.9375,1.3E+08,0.001,6.00
1997,474,901,28.25,101.25,1.4E+08,0.004,20.37
1998,474,902,28.25,101.5625,8.1E+07,0.000,0.41
1999,474,903,28.25,101.875,9.2E+07,0.000,0.54
2000,474,904,28.25,102.1875,4.0E+08,0.002,31.13
2001,474,905,28.25,102.5,4.6E+08,0.021,381.32
2002,474,906,28.25,102.8125,5.7E+08,0.013,288.23
2003,474,907,28.25,103.125,3.9E+08,0.001,15.60
2004,474,908,28.25,103.4375,1.8E+08,0.000,0.01
2005,474,909,28.25,103.75,1.8E+08,0.000,0.08
2006,474,910,28.25,104.0625,2.5E+08,0.001,10.69
2007,474,911,28.25,104.375,3.1E+08,0.020,243.99
2008,474,912,28.25,104.6875,4.0E+08,0.026,400.96
2009,474,913,28.25,105,3.8E+08,0.015,225.65
2010,474,914,28.25,105.3125,3.5E+08,0.018,253.49
2011,474,915,28.25,105.625,3.7E+07,0.032,46.51
2012,474,916,28.25,105.9375,2.3E+08,0.046,407.98
2013,474,917,28.25,106.25,6.2E+08,0.039,967.82
2014,474,918,28.25,106.5625,6.4E+08,0.033,836.74
2015,474,919,28.25,106.875,7.2E+08,0.047,1325.82
2016,474,920,28.25,107.1875,5.6E+08,0.033,742.71
2017,474,921,28.25,107.5,7.3E+08,0.043,1225.19
2018,474,922,28.25,107.8125,7.4E+08,0.046,1354.38
2019,474,923,28.25,108.125,7.9E+08,0.027,843.32
2020,474,924,28.25,108.4375,6.5E+08,0.042,1070.47
2021,474,925,28.25,108.75,5.6E+08,0.042,918.04
2022,474,926,28.25,109.0625,7.0E+08,0.064,1764.60
2023,474,927,28.25,109.375,6.7E+08,0.086,2261.16
2024,474,928,28.25,109.6875,6.0E+08,0.090,2131.32
2025,474,929,28.25,110,4.5E+08,0.100,1769.64
2026,474,930,28.25,110.3125,4.5E+08,0.092,1633.41
2027,474,931,28.25,110.625,1.6E+08,0.078,493.43
2028,474,932,28.25,110.9375,1.5E+08,0.073,438.26
2029,474,933,28.25,111.25,1.4E+08,0.093,501.71
2030,474,934,28.25,111.5625,2.5E+08,0.108,1069.50
2031,474,935,28.25,111.875,3.4E+08,0.114,1539.09
2032,474,936,28.25,112.1875,5.6E+08,0.202,4493.32
2033,474,937,28.25,112.5,6.5E+08,0.244,6223.38
2034,474,938,28.25,112.8125,5.1E+08,0.238,4780.70
2035,474,939,28.25,113.125,5.8E+08,0.212,4823.69
2036,474,940,28.25,113.4375,5.1E+08,0.163,3318.05
2037,474,941,28.25,113.75,4.4E+08,0.103,1783.78
2038,474,942,28.25,114.0625,3.5E+08,0.069,964.39
2039,474,943,28.25,114.375,5.8E+08,0.074,1700.71
2040,474,944,28.25,114.6875,6.6E+08,0.104,2709.19
2041,474,945,28.25,115,7.0E+08,0.159,4407.48
2042,474,946,28.25,115.3125,7.8E+08,0.230,7141.64
2043,474,947,28.25,115.625,7.5E+08,0.237,7002.53
2044,474,948,28.25,115.9375,7.3E+08,0.244,7004.56
2045,474,949,28.25,116.25,8.1E+08,0.245,7784.47
2046,474,950,28.25,116.5625,6.8E+08,0.234,6249.87
2047,474,951,28.25,116.875,7.6E+08,0.195,5806.31
2048,474,952,28.25,117.1875,7.0E+08,0.135,3739.16
2049,474,953,28.25,117.5,5.7E+08,0.110,2466.96
2050,474,954,28.25,117.8125,4.6E+08,0.088,1591.55
2051,474,955,28.25,118.125,2.8E+08,0.085,941.36
2052,474,956,28.25,118.4375,2.4E+08,0.056,539.30
2053,474,957,28.25,118.75,4.3E+07,0.037,63.26
2054,474,958,28.25,119.0625,7.0E+07,0.026,71.81
2055,474,959,28.25,119.375,1.0E+08,0.024,96.32
2056,474,960,28.25,119.6875,1.1E+08,0.023,102.95
2057,474,961,28.25,120,7.6E+07,0.030,90.29
2058,474,962,28.25,120.3125,1.9E+08,0.045,334.29
2059,474,963,28.25,120.625,2.5E+08,0.052,506.11
2060,474,964,28.25,120.9375,2.7E+08,0.121,1286.51
2061,474,965,28.25,121.25,2.5E+08,0.265,2645.87
2062,474,966,28.25,121.5625,9.9E+07,0.365,1427.47
2063,474,967,28.25,121.875,0.0E+00,0.411,0.00
2064,475,848,28.5,84.6875,3.0E+06,0.000,0.00
2065,475,849,28.5,85,2.2E+07,0.000,0.00
2066,475,850,28.5,85.3125,1.6E+08,0.000,0.17
2067,475,851,28.5,85.625,5.3E+08,0.019,402.75
2068,475,852,28.5,85.9375,7.8E+08,0.096,2932.12
2069,475,853,28.5,86.25,8.0E+08,0.048,1516.19
2070,475,854,28.5,86.5625,8.3E+08,0.095,3106.50
2071,475,855,28.5,86.875,7.3E+08,0.043,1227.52
2072,475,856,28.5,87.1875,6.4E+08,0.030,750.10
2073,475,857,28.5,87.5,6.1E+08,0.026,628.59
2074,475,858,28.5,87.8125,7.1E+08,0.024,677.81
2075,475,859,28.5,88.125,7.3E+08,0.049,1406.98
2076,475,860,28.5,88.4375,8.4E+08,0.093,3079.47
2077,475,861,28.5,88.75,7.6E+08,0.090,2706.48
2078,475,862,28.5,89.0625,7.6E+08,0.117,3510.32
2079,475,863,28.5,89.375,7.6E+08,0.087,2589.12
2080,475,864,28.5,89.6875,6.1E+08,0.052,1235.30
2081,475,865,28.5,90,7.6E+08,0.081,2438.29
2082,475,866,28.5,90.3125,5.7E+08,0.125,2799.85
2083,475,867,28.5,90.625,6.4E+08,0.039,980.69
2084,475,868,28.5,90.9375,6.6E+08,0.032,844.47
2085,475,869,28.5,91.25,7.1E+08,0.050,1418.54
2086,475,870,28.5,91.5625,8.0E+08,0.068,2149.44
2087,475,871,28.5,91.875,8.2E+08,0.056,1807.60
2088,475,872,28.5,92.1875,7.4E+08,0.035,1016.71
2089,475,873,28.5,92.5,6.6E+08,0.009,242.86
2090,475,874,28.5,92.8125,2.1E+08,0.000,3.49
2091,475,875,28.5,93.125,1.4E+08,0.000,0.00
2092,475,876,28.5,93.4375,1.1E+08,0.000,0.00
2093,475,877,28.5,93.75,8.2E+07,0.000,0.02
2094,475,878,28.5,94.0625,7.7E+07,0.000,0.10
2095,475,879,28.5,94.375,2.3E+07,0.000,0.06
2096,475,880,28.5,94.6875,3.5E+07,0.000,0.42
2097,475,881,28.5,95,4.0E+07,0.000,0.48
2098,475,882,28.5,95.3125,4.1E+07,0.000,0.52
2099,475,883,28.5,95.625,9.0E+06,0.000,0.08
2100,475,884,28.5,95.9375,2.5E+07,0.000,0.05
2101,475,885,28.5,96.25,1.6E+08,0.000,2.32
2102,475,886,28.5,96.5625,1.6E+08,0.003,19.53
2103,475,887,28.5,96.875,1.7E+08,0.008,56.10
2104,475,888,28.5,97.1875,1.6E+08,0.006,41.18
2105,475,889,28.5,97.5,4.2E+08,0.011,180.64
2106,475,890,28.5,97.8125,3.7E+08,0.004,62.46
2107,475,891,28.5,98.125,2.7E+08,0.001,6.94
2108,475,892,28.5,98.4375,1.1E+08,0.000,0.06
2109,475,893,28.5,98.75,1.1E+08,0.000,0.06
2110,475,894,28.5,99.0625,2.5E+08,0.000,0.53
2111,475,895,28.5,99.375,1.8E+08,0.000,0.34
2112,475,896,28.5,99.6875,1.5E+08,0.001,5.56
2113,475,897,28.5,100,3.4E+08,0.012,158.05
2114,475,898,28.5,100.3125,1.8E+08,0.005,32.96
2115,475,899,28.5,100.625,1.7E+08,0.001,9.18
2116,475,900,28.5,100.9375,2.2E+08,0.002,19.74
2117,475,901,28.5,101.25,1.0E+08,0.000,0.91
2118,475,902,28.5,101.5625,1.4E+08,0.000,2.53
2119,475,903,28.5,101.875,6.8E+07,0.000,0.00
2120,475,904,28.5,102.1875,2.7E+08,0.000,1.43
2121,475,905,28.5,102.5,3.8E+08,0.002,25.02
2122,475,906,28.5,102.8125,4.5E+08,0.004,73.51
2123,475,907,28.5,103.125,3.7E+08,0.001,12.91
2124,475,908,28.5,103.4375,6.8E+07,0.000,0.03
2125,475,909,28.5,103.75,1.1E+08,0.000,0.85
2126,475,910,28.5,104.0625,1.4E+08,0.001,6.11
2127,475,911,28.5,104.375,3.5E+08,0.024,328.74
2128,475,912,28.5,104.6875,2.1E+08,0.031,251.22
