Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh)
467,482,969,30.25,122.5,8.1E+08,0.398,15097.32
468,482,970,30.25,122.8125,5.1E+08,0.398,9608.61
469,483,963,30.5,120.625,1.5E+07,0.264,186.39
470,483,964,30.5,120.9375,2.9E+08,0.277,3823.18
471,483,965,30.5,121.25,8.1E+08,0.302,11548.55
472,483,966,30.5,121.5625,8.3E+08,0.335,13102.11
473,483,967,30.5,121.875,8.3E+08,0.353,13815.46
474,483,968,30.5,122.1875,7.8E+08,0.378,13899.72
475,483,969,30.5,122.5,7.5E+08,0.393,13880.36
476,483,970,30.5,122.8125,5.3E+07,0.395,985.01
477,484,965,30.75,121.25,2.0E+08,0.336,3188.27
478,484,966,30.75,121.5625,6.9E+08,0.350,11270.60
479,484,967,30.75,121.875,7.8E+08,0.358,13102.59
480,484,968,30.75,122.1875,8.3E+08,0.371,14386.81
481,484,969,30.75,122.5,7.9E+08,0.387,14319.11
482,484,970,30.75,122.8125,1.4E+08,0.390,2620.99
483,485,967,31,121.875,4.1E+08,0.374,7264.35
484,485,968,31,122.1875,8.3E+08,0.364,14150.90
485,485,969,31,122.5,8.3E+08,0.375,14591.43
486,485,970,31,122.8125,2.1E+08,0.382,3718.33
487,486,966,31.25,121.5625,6.9E+07,0.392,1273.65
488,486,967,31.25,121.875,6.7E+08,0.362,11454.75
489,486,968,31.25,122.1875,8.3E+08,0.360,13949.54
490,486,969,31.25,122.5,8.1E+08,0.367,14030.46
491,486,970,31.25,122.8125,6.4E+07,0.372,1119.24
492,487,965,31.5,121.25,1.7E+08,0.360,2944.36
493,487,966,31.5,121.5625,4.7E+08,0.362,8055.42
494,487,967,31.5,121.875,6.3E+08,0.367,10950.11
495,487,968,31.5,122.1875,8.2E+08,0.361,13924.31
496,487,969,31.5,122.5,8.2E+08,0.365,14112.01
497,487,970,31.5,122.8125,1.2E+08,0.367,2103.97
498,488,964,31.75,120.9375,9.7E+07,0.315,1436.50
499,488,965,31.75,121.25,3.5E+08,0.354,5860.82
500,488,966,31.75,121.5625,2.7E+08,0.384,4824.92
501,488,967,31.75,121.875,5.3E+08,0.378,9323.62
502,488,968,31.75,122.1875,8.2E+08,0.366,14123.14
503,488,969,31.75,122.5,8.2E+08,0.368,14187.76
504,488,970,31.75,122.8125,2.2E+08,0.367,3793.71
505,489,965,32,121.25,7.0E+06,0.373,122.87
506,489,966,32,121.5625,1.3E+08,0.386,2268.92
507,489,967,32,121.875,7.0E+08,0.367,12061.30
508,489,968,32,122.1875,8.2E+08,0.371,14271.31
509,489,969,32,122.5,8.2E+08,0.370,14270.24
510,489,970,32,122.8125,1.1E+08,0.369,1837.72
511,490,965,32.25,121.25,9.0E+07,0.376,1591.11
512,490,966,32.25,121.5625,8.1E+08,0.356,13562.69
513,490,967,32.25,121.875,8.2E+08,0.364,13955.31
514,490,968,32.25,122.1875,8.2E+08,0.375,14422.83
515,490,969,32.25,122.5,6.2E+08,0.372,10927.95
516,491,964,32.5,120.9375,1.6E+08,0.341,2550.71
517,491,965,32.5,121.25,5.8E+08,0.347,9511.29
518,491,966,32.5,121.5625,8.1E+08,0.351,13424.16
519,491,967,32.5,121.875,8.2E+08,0.369,14146.88
520,491,968,32.5,122.1875,7.5E+08,0.378,13303.13
521,491,969,32.5,122.5,1.2E+08,0.375,2132.14
522,492,964,32.75,120.9375,5.4E+08,0.320,8158.89
523,492,965,32.75,121.25,8.1E+08,0.333,12739.90
524,492,966,32.75,121.5625,8.2E+08,0.350,13432.25
525,492,967,32.75,121.875,8.1E+08,0.370,14043.76
526,492,968,32.75,122.1875,1.8E+08,0.379,3229.12
527,493,963,33,120.625,7.0E+06,0.349,114.75
528,493,964,33,120.9375,6.6E+08,0.319,9904.22
529,493,965,33,121.25,8.1E+08,0.334,12682.07
530,493,966,33,121.5625,8.1E+08,0.346,13177.96
531,493,967,33,121.875,3.2E+08,0.366,5536.50
532,494,963,33.25,120.625,2.1E+08,0.345,3370.42
533,494,964,33.25,120.9375,8.1E+08,0.322,12225.53
534,494,965,33.25,121.25,8.1E+08,0.335,12755.18
535,494,966,33.25,121.5625,7.2E+08,0.342,11575.65
536,494,967,33.25,121.875,3.0E+06,0.359,50.68
537,495,963,33.5,120.625,5.0E+08,0.311,7272.54
538,495,964,33.5,120.9375,8.1E+08,0.329,12474.14
539,495,965,33.5,121.25,8.0E+08,0.334,12607.95
540,495,966,33.5,121.5625,3.5E+08,0.340,5600.61
541,496,962,33.75,120.3125,8.0E+06,0.331,124.42
542,496,963,33.75,120.625,7.3E+08,0.316,10839.05
543,496,964,33.75,120.9375,8.0E+08,0.332,12563.52
544,496,965,33.75,121.25,7.8E+08,0.335,12319.28
545,496,966,33.75,121.5625,4.1E+07,0.339,653.09
546,497,962,34,120.3125,2.0E+08,0.325,2977.35
547,497,963,34,120.625,8.0E+08,0.324,12178.39
548,497,964,34,120.9375,8.0E+08,0.334,12568.98
549,497,965,34,121.25,6.0E+08,0.336,9496.63
550,498,961,34.25,120,2.0E+06,0.335,31.54
551,498,962,34.25,120.3125,4.9E+08,0.321,7465.34
552,498,963,34.25,120.625,8.0E+08,0.328,12310.34
553,498,964,34.25,120.9375,8.0E+08,0.333,12505.42
554,498,965,34.25,121.25,3.0E+08,0.336,4805.37
555,499,960,34.5,119.6875,2.7E+08,0.289,3667.69
556,499,961,34.5,120,6.3E+08,0.295,8674.34
557,499,962,34.5,120.3125,8.0E+08,0.314,11765.59
558,499,963,34.5,120.625,8.0E+08,0.327,12251.93
559,499,964,34.5,120.9375,7.9E+08,0.331,12223.71
560,499,965,34.5,121.25,7.0E+07,0.333,1095.25
561,500,958,34.75,119.0625,1.8E+07,0.255,216.22
562,500,959,34.75,119.375,4.3E+08,0.240,4816.30
563,500,960,34.75,119.6875,7.9E+08,0.270,10023.53
564,500,961,34.75,120,4.3E+08,0.304,6152.90
565,500,962,34.75,120.3125,4.5E+08,0.319,6775.70
566,500,963,34.75,120.625,7.9E+08,0.327,12210.84
567,500,964,34.75,120.9375,4.6E+08,0.328,7147.10
568,501,958,35,119.0625,3.3E+07,0.265,411.13
569,501,959,35,119.375,6.9E+08,0.248,8092.14
570,501,960,35,119.6875,7.4E+08,0.276,9601.89
571,501,961,35,120,3.0E+07,0.306,431.41
572,501,962,35,120.3125,1.0E+08,0.322,1561.39
573,501,963,35,120.625,3.3E+08,0.328,5067.34
574,501,964,35,120.9375,6.0E+06,0.327,92.41
575,502,959,35.25,119.375,2.5E+08,0.264,3123.44
576,502,960,35.25,119.6875,7.8E+08,0.277,10162.34
577,502,961,35.25,120,6.3E+08,0.302,8922.22
578,502,962,35.25,120.3125,4.8E+08,0.318,7198.23
579,502,963,35.25,120.625,5.0E+08,0.325,7604.18
580,502,964,35.25,120.9375,1.0E+06,0.326,15.33
581,503,959,35.5,119.375,0.0E+00,0.271,0.00
582,503,960,35.5,119.6875,5.9E+08,0.270,7465.45
583,503,961,35.5,120,7.9E+08,0.293,10830.55
584,503,962,35.5,120.3125,7.9E+08,0.305,11261.62
585,503,963,35.5,120.625,7.9E+08,0.316,11710.40
586,503,964,35.5,120.9375,6.0E+08,0.320,9078.71
587,503,965,35.5,121.25,1.9E+08,0.324,2921.93
588,504,960,35.75,119.6875,2.1E+07,0.282,278.67
589,504,961,35.75,120,4.6E+08,0.281,6044.31
590,504,962,35.75,120.3125,7.8E+08,0.283,10307.41
591,504,963,35.75,120.625,7.9E+08,0.289,10661.71
592,504,964,35.75,120.9375,7.8E+08,0.305,11238.72
593,504,965,35.75,121.25,7.6E+08,0.318,11403.66
594,504,966,35.75,121.5625,1.4E+08,0.324,2074.41
595,505,961,36,120,4.8E+07,0.285,643.45
596,505,962,36,120.3125,6.0E+08,0.267,7584.45
597,505,963,36,120.625,7.4E+08,0.212,7329.86
598,505,964,36,120.9375,7.7E+08,0.275,9979.76
599,505,965,36,121.25,7.8E+08,0.313,11542.18
600,505,966,36,121.5625,6.1E+08,0.322,9290.29
601,505,967,36,121.875,2.5E+08,0.331,3952.89
602,505,968,36,122.1875,3.3E+07,0.337,523.34
603,505,969,36,122.5,1.6E+07,0.339,255.07
604,506,961,36.25,120,3.6E+07,0.285,481.93
605,506,962,36.25,120.3125,2.0E+08,0.257,2429.61
606,506,963,36.25,120.625,2.5E+08,0.188,2218.84
607,506,964,36.25,120.9375,7.8E+08,0.267,9757.07
608,506,965,36.25,121.25,7.8E+08,0.306,11211.18
609,506,966,36.25,121.5625,7.8E+08,0.319,11656.99
610,506,967,36.25,121.875,7.8E+08,0.329,12049.37
611,506,968,36.25,122.1875,7.8E+08,0.339,12435.17
612,506,969,36.25,122.5,6.5E+08,0.342,10505.76
613,506,970,36.25,122.8125,4.2E+07,0.343,677.46
614,506,971,36.25,123.125,0.0E+00,0.344,0.00
615,507,963,36.5,120.625,5.8E+07,0.260,708.42
616,507,964,36.5,120.9375,5.0E+08,0.263,6113.90
617,507,965,36.5,121.25,7.6E+08,0.287,10268.54
618,507,966,36.5,121.5625,7.7E+08,0.310,11287.36
619,507,967,36.5,121.875,7.8E+08,0.324,11850.99
620,507,968,36.5,122.1875,7.8E+08,0.340,12411.56
621,507,969,36.5,122.5,7.8E+08,0.349,12764.67
622,507,970,36.5,122.8125,6.2E+08,0.353,10343.69
623,507,971,36.5,123.125,1.2E+08,0.350,1890.69
624,507,972,36.5,123.4375,0.0E+00,0.348,0.00
625,508,963,36.75,120.625,0.0E+00,0.275,0.00
626,508,964,36.75,120.9375,4.8E+07,0.278,627.95
627,508,965,36.75,121.25,2.2E+08,0.285,2884.68
628,508,966,36.75,121.5625,5.3E+08,0.306,7604.48
629,508,967,36.75,121.875,7.5E+08,0.311,10948.65
630,508,968,36.75,122.1875,7.2E+08,0.342,11569.42
631,508,969,36.75,122.5,7.6E+08,0.362,12937.83
632,508,970,36.75,122.8125,7.8E+08,0.367,13382.40
633,508,971,36.75,123.125,6.3E+08,0.359,10629.63
634,508,972,36.75,123.4375,1.6E+07,0.354,266.45
635,509,958,37,119.0625,0.0E+00,0.312,0.00
636,509,959,37,119.375,1.9E+07,0.327,291.77
637,509,960,37,119.6875,4.1E+07,0.321,618.35
638,509,967,37,121.875,1.5E+08,0.352,2516.18
639,509,968,37,122.1875,1.4E+08,0.372,2433.08
640,509,969,37,122.5,4.7E+08,0.385,8501.14
641,509,970,37,122.8125,7.7E+08,0.384,13920.13
642,509,971,37,123.125,7.3E+08,0.370,12780.48
643,509,972,37,123.4375,1.2E+08,0.360,1948.88
644,510,957,37.25,118.75,4.4E+07,0.309,638.77
645,510,958,37.25,119.0625,5.1E+08,0.290,6939.55
646,510,959,37.25,119.375,7.7E+08,0.301,10847.07
647,510,960,37.25,119.6875,7.3E+08,0.314,10792.86
648,510,961,37.25,120,6.7E+07,0.321,1011.58
649,510,969,37.25,122.5,2.4E+08,0.405,4471.06
650,510,970,37.25,122.8125,7.7E+08,0.396,14322.16
651,510,971,37.25,123.125,5.7E+08,0.380,10248.11
652,510,972,37.25,123.4375,7.0E+08,0.369,12154.01
653,510,973,37.25,123.75,4.0E+06,0.363,68.35
654,511,957,37.5,118.75,2.2E+07,0.314,325.16
655,511,958,37.5,119.0625,7.1E+08,0.287,9512.58
656,511,959,37.5,119.375,7.6E+08,0.303,10836.09
657,511,960,37.5,119.6875,6.3E+08,0.314,9345.52
658,511,961,37.5,120,6.3E+08,0.311,9151.21
659,511,962,37.5,120.3125,1.3E+08,0.312,1904.90
660,511,965,37.5,121.25,1.2E+08,0.337,1871.25
661,511,966,37.5,121.5625,5.0E+08,0.365,8510.22
662,511,967,37.5,121.875,5.0E+08,0.372,8757.85
663,511,968,37.5,122.1875,4.7E+08,0.386,8541.91
664,511,969,37.5,122.5,6.7E+08,0.394,12502.69
665,511,970,37.5,122.8125,7.5E+08,0.395,13954.02
666,511,971,37.5,123.125,7.2E+08,0.385,13004.31
667,511,972,37.5,123.4375,7.2E+08,0.375,12619.88
668,511,973,37.5,123.75,9.0E+06,0.370,156.58
669,512,957,37.75,118.75,6.0E+06,0.327,92.18
670,512,958,37.75,119.0625,6.1E+08,0.305,8753.54
671,512,959,37.75,119.375,5.3E+08,0.315,7871.32
672,512,960,37.75,119.6875,1.0E+07,0.326,153.48
673,512,961,37.75,120,4.1E+08,0.325,6226.72
674,512,962,37.75,120.3125,6.2E+08,0.320,9279.12
675,512,963,37.75,120.625,2.7E+08,0.321,4070.20
676,512,964,37.75,120.9375,3.0E+08,0.328,4695.35
677,512,965,37.75,121.25,7.3E+08,0.334,11388.46
678,512,966,37.75,121.5625,7.6E+08,0.357,12803.46
679,512,967,37.75,121.875,7.6E+08,0.369,13266.15
680,512,968,37.75,122.1875,7.2E+08,0.377,12710.28
681,512,969,37.75,122.5,7.6E+08,0.385,13834.03
682,512,970,37.75,122.8125,7.6E+08,0.387,13893.96
683,512,971,37.75,123.125,7.6E+08,0.380,13664.02
684,512,972,37.75,123.4375,5.1E+08,0.376,8995.04
685,513,954,38,117.8125,2.3E+07,0.323,349.11
686,513,955,38,118.125,3.0E+08,0.321,4547.05
687,513,956,38,118.4375,2.7E+08,0.334,4304.14
688,513,957,38,118.75,2.0E+08,0.340,3179.26
689,513,958,38,119.0625,6.7E+08,0.325,10194.44
690,513,959,38,119.375,5.5E+08,0.332,8565.92
691,513,960,38,119.6875,0.0E+00,0.339,0.00
692,513,961,38,120,0.0E+00,0.340,0.00
693,513,962,38,120.3125,3.4E+08,0.336,5335.91
694,513,963,38,120.625,7.3E+08,0.331,11307.98
695,513,964,38,120.9375,7.6E+08,0.333,11888.32
696,513,965,38,121.25,7.6E+08,0.346,12387.89
697,513,966,38,121.5625,7.5E+08,0.361,12748.30
698,513,967,38,121.875,1.7E+08,0.373,3017.65
699,513,968,38,122.1875,1.8E+08,0.376,3183.66
700,513,969,38,122.5,7.2E+08,0.379,12866.35
701,513,970,38,122.8125,7.5E+08,0.379,13403.94
702,513,971,38,123.125,5.1E+08,0.376,9031.49
703,513,972,38,123.4375,4.6E+07,0.374,809.58
704,514,954,38.25,117.8125,4.0E+08,0.312,5918.24
705,514,955,38.25,118.125,7.6E+08,0.285,10138.43
706,514,956,38.25,118.4375,7.6E+08,0.299,10687.58
707,514,957,38.25,118.75,7.5E+08,0.322,11432.92
708,514,958,38.25,119.0625,7.6E+08,0.331,11825.19
709,514,959,38.25,119.375,7.1E+08,0.343,11396.02
710,514,960,38.25,119.6875,0.0E+00,0.350,0.00
711,514,961,38.25,120,0.0E+00,0.353,0.00
712,514,962,38.25,120.3125,3.0E+06,0.356,50.16
713,514,963,38.25,120.625,5.0E+08,0.357,8378.45
714,514,964,38.25,120.9375,7.2E+08,0.357,12068.28
715,514,965,38.25,121.25,7.6E+08,0.362,13000.60
716,514,966,38.25,121.5625,5.5E+08,0.365,9379.85
717,514,967,38.25,121.875,0.0E+00,0.370,0.00
718,514,968,38.25,122.1875,9.7E+07,0.374,1708.29
719,514,969,38.25,122.5,2.9E+08,0.373,4996.51
720,514,970,38.25,122.8125,2.5E+07,0.373,438.22
721,515,953,38.5,117.5,6.9E+07,0.310,1004.44
722,515,954,38.5,117.8125,7.2E+08,0.279,9395.38
723,515,955,38.5,118.125,7.5E+08,0.294,10314.69
724,515,956,38.5,118.4375,7.6E+08,0.314,11153.00
725,515,957,38.5,118.75,7.6E+08,0.334,11906.80
726,515,958,38.5,119.0625,7.1E+08,0.345,11509.37
727,515,959,38.5,119.375,3.7E+08,0.351,6040.23
728,515,960,38.5,119.6875,0.0E+00,0.358,0.00
729,515,961,38.5,120,0.0E+00,0.365,0.00
730,515,962,38.5,120.3125,0.0E+00,0.372,0.00
731,515,963,38.5,120.625,6.6E+07,0.378,1173.83
732,515,964,38.5,120.9375,7.5E+08,0.374,13138.52
733,515,965,38.5,121.25,7.6E+08,0.370,13154.53
734,515,966,38.5,121.5625,7.2E+08,0.368,12466.70
735,515,967,38.5,121.875,2.9E+08,0.369,5037.58
736,515,968,38.5,122.1875,7.6E+08,0.370,13143.81
737,515,969,38.5,122.5,6.0E+08,0.369,10386.10
738,515,970,38.5,122.8125,7.8E+07,0.369,1353.55
739,516,953,38.75,117.5,1.9E+08,0.286,2586.32
740,516,954,38.75,117.8125,7.6E+08,0.280,9937.24
741,516,955,38.75,118.125,6.1E+08,0.300,8604.67
742,516,956,38.75,118.4375,7.5E+08,0.325,11531.25
743,516,957,38.75,118.75,7.5E+08,0.341,12087.49
744,516,958,38.75,119.0625,3.5E+08,0.352,5765.13
745,516,959,38.75,119.375,3.1E+07,0.358,521.36
746,516,960,38.75,119.6875,0.0E+00,0.365,0.00
747,516,961,38.75,120,0.0E+00,0.376,0.00
748,516,962,38.75,120.3125,0.0E+00,0.387,0.00
749,516,963,38.75,120.625,0.0E+00,0.395,0.00
750,516,964,38.75,120.9375,4.7E+08,0.391,8717.89
751,516,965,38.75,121.25,5.0E+08,0.382,8946.63
752,516,966,38.75,121.5625,6.8E+08,0.373,11865.88
753,516,967,38.75,121.875,7.5E+08,0.367,13003.03
754,516,968,38.75,122.1875,7.5E+08,0.371,13128.26
755,516,969,38.75,122.5,7.6E+08,0.372,13213.31
756,516,970,38.75,122.8125,6.0E+08,0.373,10547.90
757,516,971,38.75,123.125,4.4E+07,0.375,775.53
758,517,953,39,117.5,4.0E+06,0.307,57.77
759,517,954,39,117.8125,6.0E+08,0.281,7869.42
760,517,955,39,118.125,7.3E+08,0.289,9865.88
761,517,956,39,118.4375,6.5E+08,0.311,9548.80
762,517,957,39,118.75,7.5E+08,0.328,11606.23
763,517,958,39,119.0625,4.7E+08,0.347,7681.02
764,517,959,39,119.375,1.4E+07,0.361,237.65
765,517,960,39,119.6875,0.0E+00,0.370,0.00
766,517,961,39,120,0.0E+00,0.384,0.00
767,517,962,39,120.3125,0.0E+00,0.397,0.00
768,517,963,39,120.625,0.0E+00,0.409,0.00
769,517,964,39,120.9375,3.0E+08,0.420,5872.40
770,517,965,39,121.25,4.5E+08,0.410,8696.99
771,517,966,39,121.5625,2.8E+08,0.389,5089.93
772,517,967,39,121.875,4.6E+08,0.364,7913.00
773,517,968,39,122.1875,7.4E+08,0.361,12618.69
774,517,969,39,122.5,7.5E+08,0.374,13214.08
775,517,970,39,122.8125,7.3E+08,0.386,13230.52
776,517,971,39,123.125,6.6E+08,0.383,11953.79
777,517,972,39,123.4375,4.6E+08,0.380,8152.25
778,517,973,39,123.75,8.0E+07,0.381,1431.67
779,517,974,39,124.0625,9.6E+07,0.391,1763.32
780,517,975,39,124.375,1.3E+07,0.396,241.88
781,518,954,39.25,117.8125,1.2E+08,0.303,1740.02
782,518,955,39.25,118.125,2.0E+08,0.293,2726.24
783,518,956,39.25,118.4375,3.4E+07,0.324,517.78
784,518,957,39.25,118.75,1.4E+08,0.329,2228.39
785,518,958,39.25,119.0625,3.5E+08,0.330,5359.88
786,518,959,39.25,119.375,3.8E+08,0.351,6183.55
787,518,960,39.25,119.6875,0.0E+00,0.371,0.00
788,518,961,39.25,120,0.0E+00,0.386,0.00
789,518,962,39.25,120.3125,0.0E+00,0.402,0.00
790,518,963,39.25,120.625,0.0E+00,0.417,0.00
791,518,964,39.25,120.9375,6.3E+07,0.429,1270.12
792,518,965,39.25,121.25,7.3E+08,0.420,14432.31
793,518,966,39.25,121.5625,5.8E+08,0.391,10617.00
794,518,967,39.25,121.875,1.9E+07,0.374,334.32
795,518,968,39.25,122.1875,3.8E+08,0.336,5996.79
796,518,969,39.25,122.5,6.8E+08,0.349,11120.70
797,518,970,39.25,122.8125,7.2E+08,0.371,12643.21
798,518,971,39.25,123.125,7.4E+08,0.364,12622.42
799,518,972,39.25,123.4375,7.0E+08,0.365,11970.42
800,518,973,39.25,123.75,3.8E+08,0.370,6616.63
801,518,974,39.25,124.0625,7.4E+08,0.378,13110.18
802,518,975,39.25,124.375,6.9E+08,0.376,12105.89
803,518,976,39.25,124.6875,4.0E+08,0.356,6688.01
804,518,977,39.25,125,1.3E+07,0.317,193.64
805,519,958,39.5,119.0625,4.0E+06,0.315,59.35
806,519,959,39.5,119.375,6.0E+08,0.328,9257.20
807,519,960,39.5,119.6875,2.1E+08,0.363,3653.35
808,519,961,39.5,120,0.0E+00,0.383,0.00
809,519,962,39.5,120.3125,0.0E+00,0.403,0.00
810,519,963,39.5,120.625,0.0E+00,0.420,0.00
811,519,964,39.5,120.9375,2.1E+07,0.438,432.33
812,519,965,39.5,121.25,4.4E+08,0.450,9263.04
813,519,966,39.5,121.5625,8.9E+07,0.412,1724.80
814,519,967,39.5,121.875,3.7E+07,0.337,586.06
815,519,968,39.5,122.1875,3.0E+06,0.290,40.93
816,519,969,39.5,122.5,2.1E+08,0.295,2937.75
817,519,970,39.5,122.8125,4.9E+08,0.287,6612.60
818,519,971,39.5,123.125,6.8E+08,0.311,10009.66
819,519,972,39.5,123.4375,7.5E+08,0.335,11752.37
820,519,973,39.5,123.75,7.5E+08,0.341,11962.01
821,519,974,39.5,124.0625,7.5E+08,0.347,12213.61
822,519,975,39.5,124.375,6.8E+08,0.336,10761.47
823,519,976,39.5,124.6875,7.3E+08,0.306,10543.72
824,519,977,39.5,125,4.5E+08,0.267,5592.25
825,520,959,39.75,119.375,2.6E+08,0.263,3214.03
826,520,960,39.75,119.6875,3.8E+08,0.331,5881.78
827,520,961,39.75,120,1.8E+08,0.369,3189.09
828,520,962,39.75,120.3125,2.7E+07,0.401,509.42
829,520,963,39.75,120.625,0.0E+00,0.426,0.00
830,520,964,39.75,120.9375,0.0E+00,0.445,0.00
831,520,965,39.75,121.25,2.5E+08,0.463,5489.67
832,520,966,39.75,121.5625,2.3E+08,0.438,4673.14
833,520,970,39.75,122.8125,2.0E+06,0.256,24.09
834,520,971,39.75,123.125,1.8E+08,0.275,2356.38
835,520,972,39.75,123.4375,4.5E+08,0.313,6653.21
836,520,973,39.75,123.75,6.0E+08,0.298,8430.60
837,520,974,39.75,124.0625,6.1E+08,0.296,8533.38
838,520,975,39.75,124.375,6.6E+08,0.303,9335.25
839,520,976,39.75,124.6875,2.5E+08,0.293,3445.22
840,520,977,39.75,125,7.3E+07,0.274,940.95
841,521,959,40,119.375,0.0E+00,0.172,0.00
842,521,960,40,119.6875,1.2E+08,0.258,1432.82
843,521,961,40,120,4.8E+08,0.312,7076.67
844,521,962,40,120.3125,6.1E+08,0.377,10726.73
845,521,963,40,120.625,8.2E+07,0.424,1635.86
846,521,964,40,120.9375,0.0E+00,0.454,0.00
847,521,965,40,121.25,1.1E+07,0.465,240.67
848,521,966,40,121.5625,6.5E+08,0.456,13970.97
849,521,967,40,121.875,3.0E+08,0.407,5742.23
850,521,974,40,124.0625,0.0E+00,0.269,0.00
851,521,975,40,124.375,8.6E+07,0.292,1181.60
852,522,962,40.25,120.3125,1.3E+08,0.349,2085.74
853,522,963,40.25,120.625,4.5E+08,0.410,8714.97
854,522,964,40.25,120.9375,1.4E+08,0.450,2875.16
855,522,965,40.25,121.25,0.0E+00,0.460,0.00
856,522,966,40.25,121.5625,1.6E+08,0.453,3448.69
857,522,967,40.25,121.875,4.7E+08,0.420,9214.24
858,522,968,40.25,122.1875,2.8E+07,0.405,533.68
859,522,975,40.25,124.375,4.0E+06,0.256,48.09
860,522,976,40.25,124.6875,2.4E+07,0.275,310.65
861,523,963,40.5,120.625,2.6E+08,0.337,4133.01
862,523,964,40.5,120.9375,6.5E+08,0.420,12783.62
863,523,965,40.5,121.25,2.7E+08,0.437,5630.64
864,523,966,40.5,121.5625,1.0E+07,0.432,202.99
865,523,967,40.5,121.875,5.7E+07,0.416,1114.18
866,523,968,40.5,122.1875,1.0E+08,0.399,1951.61
867,523,976,40.5,124.6875,7.0E+06,0.242,79.81
868,523,977,40.5,125,1.0E+06,0.202,9.49
869,524,964,40.75,120.9375,2.9E+08,0.341,4646.72
870,524,965,40.75,121.25,7.2E+08,0.402,13592.57
871,524,966,40.75,121.5625,6.2E+08,0.419,12127.66
872,524,967,40.75,121.875,5.4E+08,0.416,10468.07
873,524,968,40.75,122.1875,1.0E+08,0.424,2051.50
874,525,965,41,121.25,1.4E+08,0.418,2651.14
875,525,966,41,121.5625,9.8E+07,0.444,2045.85
876,525,967,41,121.875,2.4E+08,0.445,4964.30
