Anhui,470.75289127676905,947.0232651000003
Beijing,37.20243712992186,61.74739799999999
Fujian,442.6701647817731,1298.2332409000003
Gansu,1716.5351470241076,2998.617903800004
Guangdong,958.4406312346863,1938.174308600001
Guangxi,822.0617028503365,1408.3579900000007
Guizhou,599.894238910846,649.4744793999995
Hainan,326.98135174688895,668.2567434000001
Hebei,800.270491997226,1881.1720811000018
Heilongjiang,1292.360372665546,3434.9768624000003
Henan,659.8190668929118,1289.3306280999996
Hubei,562.8514016535337,695.211219799999
Hunan,555.0697162111009,665.6415112000013
Jiangsu,605.014715048234,1499.358945299999
Jiangxi,390.53083040511194,517.1233039000003
Jilin,547.546515491423,1599.9678432999995
Liaoning,817.8424693797316,2547.6064616
Ningxia,229.9115053981915,497.43882259999987
Qinghai,2913.172306229583,4680.3379654999935
Shaanxi,647.316022837822,1027.2994683999998
Shandong,1095.0774727656703,2756.2676613000017
Shanghai,89.41521630938247,252.480598
Shanxi,604.0970716385559,1021.1451949999995
Tianjin,43.75646240972874,114.2069908
Xinjiang,6540.206064519665,10703.549687500015
Xizang,4128.293030475564,6403.716334399987
Yunnan,700.4765964580165,552.6441210000007
Zhejiang,479.989225682789,1180.1582566000004
Chongqing,227.23841875978238,95.1781151
Sichuan,1121.461722403264,832.2720603000001
EastInnerMongolia,2518.8714334004767,8578.870943100004
WestInnerMongolia,2189.675018435848,6823.423996200001
