106.5234767,37.4341864,10
98.46666667,36.91666667,30
113.3801745,31.80532593,10
113.4593424,31.81159638,40
119.46,33.04,20
107.0029303,40.3305303,20
125.7338333,45.81266667,20
110.9833333,21.98333333,30
116.9833333,28.53333333,30
113.9833333,24.33333333,8.42
117.5918053,37.7030392,10
111.0012171,21.7,20
111.6633,22.1815,50
110.0095,20.37633333,40
110.092,20.4002,30
116.9841,39.43333333,15
93.51347871,42.81932966,20
109.9833333,23.98333333,30
115.4833333,22.85,30
88.88512592,29.26976919,10
82.633475,44.811415,30
116.3833333,23.96666667,30
121.392589,28.377655,8.5
112.4666667,21.81666667,25
109.9833333,21.51666667,40
112.2166667,39.83333333,20
114.068567,24.958558,60
109.6866667,38.28126667,50
114.2833333,25.15,18.7762
108.9138333,37.59533333,20
117.0565429,35.4212422,9
110.4666667,21.58333333,30.75
115.9728333,24.68333333,50
105.1932045,37.4999433,20
106.2086067,37.98451939,20
107.4401702,37.75658299,10
106.5255825,38.913537,20
105.1932045,37.4999433,30
106.0575545,37.42565878,50
105.1932045,37.4999433,20
106.283754,36.00346296,10
106.5444315,37.42186401,10
106.0454745,38.0677211,20
116.2591667,24.38277778,30
115.5166667,22.96666667,74
109.8833333,21.46666667,30
117.1256054,36.68805358,10
110.02,20.44,50
109.75,20.78333333,20
110.334,20.357,40
118.7333333,33.71666667,9.8
114.85,23.01666667,20
114.4,23.09,100
119.2,33.61666667,6
113.498,24.371,30
106.222,37.9986667,20
120.54,32.38,20
106.5255825,38.913537,10
105.1932045,37.4999433,10
112.4666667,21.91666667,50
114.8333333,24.23333333,40
110.4,20.61666667,40
110.2666667,20.86666667,40
114.7422552,23.78815437,8.1
95.03653333,36.39766667,10
114.7333333,24.1,100
118.5922449,37.51164457,10
108.3833333,41.86666667,10
108.3833333,41.86666667,20
105.6333333,38.88333333,20
108.5166667,41.6,40
99.5098,36.54599491,50
90.88333333,43.23333333,50
101.41,26.65,20
110.1331,19.31032377,20
100.6671871,36.22282998,20
113.9833333,38.00833333,16
115.8353843,27.44164553,16
114.9684218,36.05694613,25
112.9333333,36.93333333,30
108.9033333,37.53233333,30
118.850283,36.87709007,35
115.923,30.96333,20
122.9833333,44.98333333,20
118.22,33.731,9.3
116.7817604,36.21759158,9.5
116.2818474,34.7,9.8
116.083549,27.75908,30
106.038574,27.014345,30
111.157491,37.523577,30
117.908579,31.308844,30
114.690426,31.32030945,50
114.6713343,31.34333075,50
111.7166667,40.73333333,50
115.063786,31.26514485,50
120.7166667,30.86666667,50
105.05,37.56666667,40
121.1833333,31.65,40
114.5179745,35.65318428,40
115.3302734,28.13797294,30
114.69,35.38333333,30
103.3833333,27.46666667,30
99.598,36.9194914,200
94.49546667,40.13266667,30
95.2445333,36.36523,50
100.6,36.33333333,50
110.0166667,38.63333333,200
114.2333333,35.58333333,50
117.6234984,28.43142286,50
116.7337393,37.41938719,20
112.5126667,29.552,10
105.346,25.96,200
119.23,31.7472489,8
104.733516,27.129052,20
109.597521,35.183288,20
107.773393,32.989397,20
93.63,43.01,20
93.51347871,42.81932966,20
119.251549,39.881414,15
101.2666667,36.06666667,8.45
118.6417049,32.27437685,20
115.5874198,34.89287758,20
115.5627596,34.88689691,20
125.0166667,46.38333333,20
124.7333333,45.95,20
124.8166667,46.75,20
124.95,46.28333333,10
86.63026122,41.9800835,20
117.1666667,34.5538262,9
98.26345,39.75872747,9
115.221427,29.836542,19
116.8291667,28.38333333,20
113.8166667,36.73333333,20
113.8826667,36.74533333,20
115.7113519,36.27399683,20
117.2492736,35.16870057,20
113.8166667,42.21666667,20
113.834,43.834,10
113.8333333,43.83333333,10
117.57449,30.693858,40
113.832593,31.622476,40
105.920599,36.98627,100
95.46666667,39.86666667,9
118.59,34.14,9
119.1333333,34.2,9
117.0903566,34.08333333,9
106.0987445,38.0323211,10
110.1,21.35,20
75.38269,37.635985,20
116.3299846,28.4538418,10
100.5333333,36.08333333,10
