Beijing,62
Tianjin,164
Hebei,2190
Shanxi,1309
Liaoning,400
Jilin,338
Heilongjiang,318
Shanghai,137
Jiangsu,1684
Zhejiang,1517
Anhui,1377
Fujian,202
Jiangxi,776
Shandong,2272
Henan,1175
Hubei,698
Hunan,391
Guangdong,797
Guangxi,190
Hainan,140
Chongqing,67
Sichuan,191
Guizhou,1057
Yunnan,393
Xizang,137
Shaanxi,1089
Gansu,966
Qinghai,1580
Ningxia,1197
Xinjiang,1261
EastInnerMongolia,600
WestInnerMongolia,638
