Anhui,50710
Beijing,0
Chongqing,13120
Fujian,25740
Gansu,20210
Guangdong,59940
Guangxi,18580
Guizhou,32420
Hainan,3520
Hebei,43080
Heilongjiang,20820
Henan,64460
Hubei,25460
Hunan,20460
Jiangsu,78850
Jiangxi,19250
Jilin,17880
Liaoning,32830
Ningxia,26580
Qinghai,3750
Shaanxi,37890
Shandong,97230
Shanxi,61080
Sichuan,12400
Tianjin,11870
Xinjiang,52920
Xizang,0
Yunnan,12980
Zhejiang,46800
EastInnerMongolia,19242
WestInnerMongolia,62338.43
Shanghai,0
