Anhui,1260
Beijing,190
Chongqing,7790
EastInnerMongolia,460
Fujian,12110
Gansu,9570
Guangdong,9380
Guangxi,17590
Guizhou,22810
Hainan,910
Hebei,550
Heilongjiang,1090
Henan,2760
Hubei,36300
Hunan,14610
Jiangsu,50
Jiangxi,5400
Jilin,4450
Liaoning,1850
Ningxia,430
Qinghai,11930
Shaanxi,3920
Shandong,80
Shanghai,0
Shanxi,1030
Sichuan,78920
Tianjin,10
WestInnerMongolia,720
Xinjiang,8000
Xizang,2010
Yunnan,74800
Zhejiang,6780
