Anhui,1890
Beijing,370
Chongqing,330
EastInnerMongolia,80
Fujian,600
Gansu,100
Guangdong,2460
Guangxi,1800
Guizhou,260
Hainan,80
Hebei,890
Heilongjiang,1150
Henan,860
Hubei,920
Hunan,800
Jiangsu,2030
Jiangxi,520
Jilin,740
Liaoning,380
Ningxia,100
Qinghai,0
Shaanxi,220
Shandong,2980
Shanghai,430
Shanxi,480
Sichuan,670
Tianjin,160
WestInnerMongolia,150
Xinjiang,80
Xizang,20
Yunnan,170
Zhejiang,1980
