Anhui,27760
Beijing,800
Fujian,6800
Guangdong,45480
Hebei,27470
Henan,28620
Hubei,37670
Hunan,35410
WestInnerMongolia,7900
Jiangsu,7550
Jiangxi,15410
Jilin,35200
Liaoning,22600
Shandong,20600
Shanxi,18900
Xizang,72040
Zhejiang,50275
Heilongjiang,42500
EastInnerMongolia,6200
Shaanxi,36950
Gansu,33500
Qinghai,40300
Ningxia,7800
Xinjiang,39000
Tianjin,2400
Chongqing,9600
Sichuan,14600
Hainan,8800
Guangxi,22800
Guizhou,40600
Yunnan,0
Shanghai,0
