lat,lon
24.32543,109.41552
25.27361,110.29002
23.47703,111.27913
21.48112,109.12008
21.68713,108.35472
21.9797,108.65431
23.11306,109.59764
22.65451,110.18098
23.90216,106.61838
24.40346,111.56655
24.69291,108.0854
23.7521,109.22238
22.37895,107.36485
20.04422,110.19989
18.25248,109.51209
15.04614,117.79565
18.77515,109.51696
19.25838,110.47464
19.52093,109.58069
19.54329,110.79774
18.79532,110.38975
19.09614,108.65367
19.68121,110.3593
19.35182,110.10347
19.73849,110.00487
19.91243,109.69077
19.22492,109.45152
19.29828,109.05559
18.74986,109.17361
18.50596,110.0372
18.63905,109.70259
19.03334,109.83839
30.8079,108.40873
29.70315,107.38982
29.55314,106.5686
29.48408,106.48225
29.60661,106.57439
29.54098,106.45773
29.50207,106.5114
29.52168,106.56256
29.80583,106.39628
28.96463,106.92852
29.48604,105.78017
29.71798,106.63043
29.40268,106.54041
29.53328,108.77101
29.85781,107.08105
29.29014,106.25936
29.97288,106.27679
29.356,105.92709
29.15788,107.09896
30.19054,105.83952
29.84475,106.05638
29.40485,105.59444
29.59202,106.22742
30.67373,107.80235
31.94767,108.66433
29.86352,107.73085
30.3268,107.33515
29.32543,107.75993
30.30026,108.03767
31.16098,108.39311
30.93063,108.69698
31.01846,109.46406
31.07462,109.8788
31.3986,109.57016
29.99968,108.11415
28.44832,109.00714
28.84126,108.76778
29.29376,108.16555
29.3392,104.77844
26.58228,101.71872
28.8717,105.44257
31.12679,104.3979
31.46751,104.6796
32.43549,105.84357
30.53286,105.59273
29.58015,105.05844
29.55221,103.76539
30.83731,106.11073
30.07563,103.84851
28.7513,104.6417
30.45596,106.63322
31.20864,107.46791
30.01543,103.0398
31.86715,106.74733
30.12859,104.62798
31.8994,102.22477
30.04932,101.96254
27.88164,102.26746
26.64702,106.63024
26.68469,104.74668
28.17544,107.81609
26.25367,105.9462
27.29847,105.30504
27.69066,109.18099
25.08988,104.90437
27.14544,107.94483
26.25427,107.52226
24.87966,102.83322
25.49002,103.79625
24.35193,102.5466
25.11205,99.16181
27.33817,103.7168
26.85648,100.2271
22.82521,100.96624
23.88426,100.08884
25.04495,101.52767
23.36422,103.3756
23.39849,104.21504
22.00749,100.79739
25.60648,100.26764
24.43232,98.58486
25.81763,98.8567
27.81908,99.70305
29.64415,91.1145
31.14073,97.17225
29.23705,91.77313
29.26706,88.88116
31.47614,92.05136
30.40051,81.1454
29.64895,94.36155
34.89673,108.94515
34.36194,107.23732
34.32932,108.70929
34.49997,109.51015
36.58529,109.48978
33.06761,107.02377
38.2852,109.73458
32.68486,109.02932
33.87036,109.94041
39.77201,98.29011
38.52006,102.18759
36.5447,104.13773
34.58085,105.72486
37.9282,102.63797
38.92592,100.44981
35.54303,106.6653
39.73255,98.49394
35.70978,107.64292
35.58113,104.62524
33.401,104.92166
35.60122,103.21091
34.98327,102.91102
36.61729,101.77782
36.48209,102.40173
36.95454,100.90096
35.51991,102.01507
36.28643,100.62021
34.47141,100.24475
33.00528,97.0065
33.66033,90
38.48644,106.23248
38.9841,106.38418
37.99755,106.19879
35.58333,105.77999
37.50026,105.19676
44.67762,84.76297
42.9513,89.18954
42.81874,93.51626
43.1014,86.6474
44.90597,82.06665
41.76404,86.14517
41.16842,80.26008
39.7153,76.16661
39.47042,75.98976
37.11431,79.92247
42.37645,81.84976
46.74532,82.98046
47.84564,88.14023
44.30653,86.07893
40.54798,81.28067
39.86495,79.06902
44.16799,87.54017
22.281931,114.154334
22.276345,114.18299
22.279779,114.225965
22.245811,114.160023
22.311632,114.173347
22.333775,114.163349
22.312373,114.193047
22.336112,114.203985
22.320679,114.214083
22.368458,114.121234
22.393896,113.976308
22.44132,114.032528
22.496143,114.147404
22.44573,114.171713
22.314203,114.264813
22.379715,114.195126
22.363908,114.13918
22.286371,113.946059
22.207882,113.552965
22.199175,113.549052
22.193791,113.550252
22.188119,113.55374
22.187778,113.54167
22.154124,113.558783
22.136546,113.56925
22.124049,113.559954
38.03647,114.53952
38.04747,114.50485
38.00407,114.46104
38.0509,114.46312
38.06499,114.0623
38.0061,114.53122
38.03225,114.14532
38.14618,114.57096
37.90025,114.64839
38.43848,114.55294
38.30864,114.38265
37.61493,114.61148
38.18417,115.20094
37.66579,114.38592
38.17915,114.97638
38.25998,114.18605
37.76646,114.52547
37.75631,114.77616
37.94316,115.21792
38.02166,114.84676
38.03356,115.0441
38.34338,114.68384
38.08587,114.31344
39.62527,118.15474
39.62429,118.20127
39.71612,118.45885
39.67132,118.26174
39.57487,118.08505
39.83269,118.16206
38.93081,118.58495
39.74058,118.70351
39.16667,118.06803
39.42564,118.91252
40.14153,118.3146
39.9005,117.73881
40.18924,117.96567
39.99836,118.70073
39.9345,119.61063
39.97892,119.77606
39.83507,119.48458
40.40692,118.95012
39.71284,119.16288
39.87634,119.24444
39.8918,118.89294
36.549,114.48605
36.61853,114.49339
36.61693,114.47309
36.41968,114.21302
36.5939,114.53111
36.33464,114.61955
36.44414,114.66999
36.28558,115.14788
36.58495,113.69142
36.37396,114.37392
36.54811,114.80002
36.77771,114.49095
36.81987,115.17641
36.92031,114.8782
36.48345,114.9485
36.53529,115.30629
36.35991,114.93882
36.77918,114.94485
36.69671,114.20376
37.06787,114.50713
37.05983,114.46816
37.08627,114.54489
37.4443,114.49898
37.28678,114.51207
37.48244,114.69363
37.35025,114.77031
37.12092,114.67132
37.0049,114.68376
37.6198,114.91932
37.22107,115.03781
37.52867,115.24214
37.07463,115.14261
37.06319,115.03007
36.97542,115.26669
37.03993,115.66718
36.87082,115.50104
37.35795,115.40866
36.85516,114.50332
38.87758,115.45838
38.88256,115.49705
38.8546,115.52866
38.94892,115.32217
38.76526,115.48989
39.39428,115.71378
38.84915,114.19531
39.01865,115.65586
39.26315,115.8079
38.7479,114.98295
38.70007,115.77884
39.04285,115.86164
39.36018,114.69424
38.709,115.15564
38.93535,115.93564
39.34926,115.49846
38.62231,114.74501
38.48806,115.5836
38.83759,115.13543
38.45766,115.46439
38.99446,116.10879
39.48529,115.97439
38.51626,114.99025
38.41845,115.32664
39.32658,115.87373
40.78847,114.89436
40.81956,114.86937
40.56434,115.49626
40.5024,115.28751
40.57931,115.00142
41.15862,114.71987
41.85228,114.60035
41.66964,115.68865
41.07599,113.96919
39.84072,114.58897
40.10366,114.15057
40.6743,114.38564
40.76699,114.74055
40.41538,115.51778
40.38003,115.21962
40.91295,115.83166
40.97457,115.28264
40.97469,117.94348
40.95913,117.80024
40.47523,117.64999
40.76853,118.17382
40.41727,117.50076
41.0184,118.70202
40.94145,117.33286
41.31381,117.73897
41.20894,116.64591
40.61139,118.48535
41.93846,117.76016
38.31419,116.86622
38.31077,116.83191
38.32474,116.60718
38.58348,116.80318
37.88828,116.5371
38.14325,117.49785
38.0583,117.23025
38.42277,115.82997
38.0378,116.70774
37.6277,116.39154
38.19018,116.12279
38.05341,117.10418
38.08364,116.57828
38.71164,116.09954
38.37139,117.33012
38.44548,116.099
39.50311,116.68572
39.5228,116.71051
39.43825,116.29852
39.32178,116.49904
39.76142,117.00645
38.70469,116.65423
38.87328,116.45848
39.88665,116.98951
39.12709,116.39134
39.98246,117.07822
37.73516,115.67466
37.51337,115.72418
37.80186,115.88751
38.0412,115.98253
38.2353,115.7256
38.23447,115.51912
37.34748,115.96581
37.69234,116.2706
37.86885,116.14437
37.55085,115.57938
38.00022,115.56001
37.73605,112.56566
37.8632,112.56346
37.89403,112.57053
37.94036,112.48699
37.85929,112.51562
37.71525,112.4777
37.60736,112.35885
38.05828,112.67292
38.0672,111.79745
37.90714,112.17588
40.07567,113.29853
40.00543,113.14952
40.25585,113.14013
40.36627,113.75412
40.42031,114.0907
39.7602,114.28257
39.44243,114.2342
39.69873,113.6908
40.01349,112.70273
40.04016,113.61217
37.84739,113.60075
37.86851,113.5553
37.94135,113.58515
37.78685,113.65804
38.0858,113.41238
36.20346,113.12303
36.22434,113.11185
36.05312,113.05135
36.53581,113.05306
36.31553,112.89221
36.20006,113.43606
36.50227,113.38722
36.11567,113.20733
36.12222,112.87795
36.8378,112.86387
36.75608,112.69907
36.5001,112.33762
36.33418,113.22893
35.50154,112.85352
35.69015,112.1866
35.48618,112.41491
35.77512,113.28061
35.50043,112.94366
35.79807,112.92358
39.31918,112.43314
39.51238,112.28832
39.52625,112.81572
39.55401,113.19095
39.98913,112.46705
39.82788,113.10012
37.69978,112.70746
37.07084,112.97522
37.08243,113.37926
37.32905,113.56972
37.61282,113.70718
37.89498,113.17666
37.42119,112.55126
37.35775,112.33507
37.18934,112.17557
36.84788,111.77879
37.0271,111.91672
35.01505,110.99817
35.14471,110.77408
35.41534,110.83781
35.35663,111.22472
35.60401,110.98311
35.61622,111.2247
35.49146,111.56878
35.29762,111.67025
35.14136,111.22031
34.83467,111.19474
34.69365,110.69442
34.86716,110.44773
35.59643,110.71186
38.40429,112.74619
38.47348,112.95722
38.72812,113.2554
39.06689,112.95996
39.18904,113.26547
39.00147,112.3045
38.35924,111.93875
39.09059,112.21077
38.91071,111.84701
38.70427,111.57296
39.38456,111.13837
39.02265,111.08625
39.43613,111.50869
38.73051,112.71092
36.08329,111.57776
35.64105,111.4757
35.73823,111.71836
35.87618,111.44189
36.25374,111.67496
36.26661,111.9205
36.14781,112.25013
35.96802,111.84952
36.09789,110.68162
35.97053,110.84721
36.46511,110.75285
36.69344,110.94049
36.75952,110.63198
36.41179,111.09648
36.65295,111.56365
35.61908,111.37213
36.56879,111.75505
37.51761,111.15081
37.43843,112.0285
37.55165,112.15478
38.46242,111.1276
37.95106,110.99208
37.42902,110.88937
36.99857,110.83469
38.27939,111.67195
37.8947,111.24396
37.3572,111.17953
36.98217,111.18107
37.14534,111.77903
37.26542,111.78777
40.85844,111.66345
40.80772,111.62299
40.75319,111.67543
40.79195,111.70171
40.72957,111.16358
40.27744,111.19421
40.37859,111.82083
39.90892,111.68639
41.0965,111.45118
40.57643,110.04317
40.64178,109.83859
40.64559,109.90241
40.67204,110.27227
41.76943,109.97372
40.61009,109.96718
40.56883,110.52421
41.03412,110.0607
41.69854,110.43261
39.69184,106.8226
39.44096,106.89157
39.5058,106.72609
42.26581,118.95927
42.03888,119.28862
42.02856,118.91238
43.87244,120.06556
43.97094,119.37961
43.53391,118.66466
43.61702,118.0558
43.26624,117.54421
42.93483,119.00669
41.92718,118.70273
41.59426,119.34308
42.29073,119.92168
43.62244,122.25615
44.12659,123.31216
42.93511,122.35674
43.60005,121.3189
42.73504,121.81073
42.86729,120.65779
44.55631,120.91159
45.53141,119.66359
39.82127,109.96144
40.40016,110.03293
39.86426,111.23987
38.18239,107.47743
39.08989,107.9776
39.83352,108.73497
38.60388,108.81769
39.56442,109.74811
49.21336,119.73572
48.12582,123.45944
48.47711,124.51936
50.59158,123.72577
49.14678,119.75542
49.32837,119.42429
48.21819,118.26995
48.67191,116.82355
49.59655,117.37836
49.28563,120.71174
48.01365,122.73761
50.24315,120.17962
50.78046,121.5204
40.76645,107.38683
41.08879,108.2673
40.33056,107.00864
40.73662,108.65224
41.56746,108.52647
41.08414,107.07481
40.88594,107.15114
40.9906,113.12401
40.89417,112.57785
41.90479,114.01089
41.5621,113.57718
40.8719,113.83396
40.53165,112.50387
40.78585,113.21095
41.27747,112.63544
41.43589,113.19222
41.53316,111.70658
40.43574,113.11056
46.07282,122.09316
47.1771,119.94381
46.07955,121.95275
45.06056,121.47694
46.72279,122.8998
45.38282,121.59408
43.64305,111.95238
43.93339,116.08608
44.02272,114.95034
43.85921,113.66737
42.74694,112.65746
45.5096,116.97215
44.58716,117.60899
41.87732,115.28305
42.23232,113.84751
42.28722,115.03077
42.24162,115.99239
42.20303,116.48571
38.83343,105.66626
39.21536,101.66711
41.95449,101.05552
41.78985,123.42102
41.79607,123.45852
41.86281,123.48682
41.82053,123.42512
41.80267,123.37722
41.66472,123.34432
41.87624,123.47634
42.05368,123.527
41.79407,123.30813
41.5118,122.73161
42.7499,123.35349
42.50403,123.40838
41.99767,122.828
38.91864,121.64511
38.91478,121.61234
38.90463,121.59451
38.95223,121.5255
38.85129,121.26208
39.05015,121.78259
39.27276,122.58861
39.62644,121.97995
39.39443,121.96323
39.68037,122.96611
41.08994,122.9912
41.11956,122.96939
41.15013,123.02952
41.07488,122.96089
41.41269,122.43591
40.28998,123.28171
40.88145,122.68463
41.85928,123.87415
41.85301,124.03923
41.85329,123.78439
41.88307,123.94513
41.78616,124.19596
41.73371,125.03979
42.10038,124.92411
41.22132,123.68338
41.32919,123.76769
41.30877,123.81695
41.10031,123.74509
41.3027,124.12193
41.26706,125.36096
40.13673,124.39582
40.10495,124.36041
40.15823,124.4282
40.73131,124.78366
39.86172,124.15209
40.45279,124.06605
41.11728,121.12834
41.11512,121.15126
40.72948,121.10126
41.69391,122.12066
41.53311,121.23915
41.17371,121.35771
41.59465,121.79854
40.67256,122.25896
40.66629,122.20668
40.22675,122.12169
40.68006,122.38012
40.40053,122.3488
40.64448,122.50917
42.01332,121.65617
42.08742,121.79232
42.01072,121.67865
41.78306,121.41614
42.02539,121.68008
42.06514,121.75791
42.38649,122.53889
41.27031,123.17424
41.26276,123.18527
41.21725,123.19637
41.15166,123.42012
41.25355,123.18123
41.08235,122.82444
41.42616,123.3393
41.19049,122.06017
41.13876,122.10558
41.00247,122.08245
41.24265,121.9963
42.2862,123.84241
42.54682,124.15916
42.22284,123.72783
42.73835,124.72734
42.78613,124.11092
42.46755,123.5669
42.54645,124.0382
41.5657,120.45372
41.59973,120.41555
41.36782,120.29592
41.4032,119.64396
41.12738,119.74048
41.8008,120.77091
41.24548,119.40134
40.77526,120.86908
40.73545,120.89393
41.10714,120.74985
40.32565,120.34431
40.82408,119.83715
40.61019,120.75619
43.86414,125.35043
43.94288,125.32615
43.83327,125.28845
43.86497,125.37427
43.88041,125.25606
43.52503,125.66464
44.43195,125.18512
44.15174,125.83949
44.83989,126.533
44.53709,125.70558
43.88187,126.57436
43.9106,126.56223
43.83395,126.54113
43.82142,126.56206
43.67253,126.49754
43.72393,127.34477
42.97208,126.74627
44.40586,126.96532
42.94662,126.06046
43.14635,124.34515
43.16208,124.40946
43.30717,124.33564
43.34494,125.30536
43.50468,124.8228
43.51845,123.50296
42.9015,125.13682
42.92689,125.14922
42.67704,125.53056
42.92636,124.99162
41.7285,125.95513
41.7742,126.04262
41.3309,126.20889
42.68499,126.04687
42.2847,125.74478
42.53873,125.7121
41.12622,126.19269
41.94507,126.417
42.05665,126.59088
42.34202,127.28036
42.38872,126.81329
41.41997,128.2005
41.81193,126.91798
45.17179,124.81696
45.1173,124.82357
44.27591,123.9673
45.00457,124.02797
44.99014,126.04972
45.6216,122.85111
45.84825,123.19987
44.81296,123.08831
45.33559,122.78635
45.50711,124.29252
42.89107,129.5091
42.96805,129.8439
43.37271,128.23205
42.86249,130.36577
42.76587,129.42641
42.54641,129.01079
43.31281,129.77125
43.11166,128.8992
45.75567,126.61686
45.76021,126.66837
45.79201,126.64932
45.59799,126.63768
45.80825,126.56279
45.70847,126.66287
45.88899,126.58796
45.54774,126.95717
46.32489,129.56859
45.85253,128.82707
45.75864,127.48586
46.08536,127.4035
45.95038,128.04392
45.9901,128.74607
45.4519,128.33162
45.38355,126.31227
45.21102,127.96027
44.93191,127.16746
47.31742,123.95763
47.35434,123.95546
47.34076,123.97807
47.15517,123.82234
47.2089,123.62937
47.51698,122.88777
47.3095,123.75281
47.33737,123.20483
47.89349,125.30621
46.39389,123.41738
47.92037,123.50624
47.77533,124.47387
48.03694,125.87561
48.04167,126.24871
47.59569,126.10005
48.48419,124.88397
45.30412,130.98084
45.21072,130.90499
45.34872,130.84367
45.09203,130.69708
45.33693,131.01136
45.21213,130.47817
45.26002,131.12408
45.76267,132.93695
45.52975,131.84631
47.34254,130.2943
47.31872,130.27482
47.31506,130.28714
47.25286,130.23924
47.33872,130.31755
47.3846,130.33302
47.57752,130.8286
47.28906,131.85224
46.64618,131.1584
46.54464,131.15214
46.59426,131.33446
46.57727,131.40178
46.72844,131.14115
46.76743,131.80795
46.32695,132.19708
46.7982,134.01324
46.60302,125.05422
46.56182,125.13415
46.65225,124.87083
46.39818,124.89082
46.03904,124.81056
45.69886,125.26859
45.5183,125.07795
47.18298,124.8713
46.86231,124.44278
47.72798,128.90743
47.13799,129.28365
47.8538,128.84071
47.48081,129.31286
47.72582,128.669
48.29045,129.53362
47.63508,129.12925
47.41303,129.42899
48.10802,129.24536
47.72669,128.80019
48.45469,129.57097
47.02834,129.02057
48.59057,129.43773
48.23941,129.39081
47.97469,129.02439
48.88942,130.40308
46.98664,128.03243
46.80019,130.3206
46.23925,130.55366
47.023,130.71898
46.73068,129.90495
48.36485,134.30795
47.64213,132.51101
47.25022,132.03728
45.81597,130.9321
45.76554,131.02
45.78487,131.06693
45.75506,130.59144
44.58122,129.62672
44.5963,129.63559
44.59608,129.59176
44.5775,129.6161
44.08694,131.12463
45.27782,130.28315
44.4132,131.15012
44.59378,129.38064
44.34018,129.4828
44.91883,130.52468
50.2521,127.50048
49.18572,125.22094
49.56391,128.47888
49.42543,127.33605
48.24146,126.49108
48.51649,126.20451
46.6373,126.98566
46.83281,126.48602
46.25241,126.28788
46.68966,126.11387
46.8802,127.50758
47.17332,125.906
47.23609,127.11478
46.41773,125.34379
46.05121,125.9625
47.4621,126.97338
51.72606,126.65291
52.33432,124.71003
52.97209,122.53864
32.04835,118.79809
32.03899,118.7945
32.00335,118.73145
32.06639,118.77013
32.059,118.62841
32.09636,118.90907
31.99226,118.7787
31.95266,118.84002
32.32222,118.82155
31.38103,118.96995
31.32751,118.8921
31.56597,120.30297
31.56347,120.30897
31.60583,120.29374
31.58849,120.35761
31.68096,120.29834
31.52853,120.28429
31.92005,120.2854
31.34042,119.82346
34.28823,117.18554
34.249,117.22942
34.44308,117.45353
34.24422,117.19383
34.18044,117.16898
34.69396,116.59532
34.72166,116.9375
33.91274,117.94108
34.36927,118.35548
34.3352,118.01246
31.77973,119.97472
31.80164,119.90143
31.75713,120.0482
31.83052,119.97147
31.70165,119.94311
31.41586,119.4846
31.72322,119.59794
31.29579,120.57186
31.26249,120.63212
31.36897,120.64247
31.30227,120.63132
31.13762,120.64504
31.65382,120.75237
31.87547,120.5555
31.38475,120.98181
31.45911,121.12975
32.00986,120.85737
32.03141,120.81813
32.06764,121.07299
32.53308,120.46759
32.32956,121.18502
31.80805,121.65787
32.3716,120.57382
31.87165,121.18179
34.75974,119.33894
34.57203,119.16348
34.84065,119.1773
34.54216,118.77147
34.28407,119.24096
34.08673,119.31563
33.59952,119.00805
33.50306,119.14108
33.63175,119.0349
33.55308,119.02662
33.78098,119.26089
33.29433,118.8735
33.01089,118.54499
33.02359,119.02043
33.38893,120.1953
33.33732,120.15448
34.19919,119.57839
33.98975,119.82064
33.75931,119.80258
33.77496,120.25815
33.46406,119.79858
32.86695,120.3205
33.20107,120.50102
32.39463,119.43157
32.37654,119.39823
32.43458,119.57006
33.24142,119.35841
32.27203,119.18444
32.78112,119.45558
32.19811,119.46962
32.19525,119.41217
32.13188,119.43396
32.00945,119.60694
32.23702,119.79682
31.94482,119.16864
32.49098,119.91956
32.31841,119.88116
32.50882,120.12701
32.91041,119.85272
32.01494,120.27454
32.17191,120.052
33.96315,118.24238
33.94686,118.33066
34.11215,118.80406
33.72101,118.70335
33.459,118.21624
30.24259,120.16929
30.28122,120.18117
30.25727,120.20523
30.31974,120.1421
30.25961,120.13026
30.2084,120.21201
30.18534,120.26457
30.41875,120.2985
29.79317,119.6915
29.60852,119.04188
29.47475,119.28121
30.04885,119.96043
30.23383,119.7248
29.85957,121.55084
29.86698,121.57011
29.88615,121.55468
29.89889,121.84431
29.94899,121.71624
29.8172,121.547
29.47665,121.86932
29.28807,121.42961
30.03711,121.15435
30.16964,121.26647
29.65503,121.40686
28.01469,120.65523
27.93252,120.81303
28.00708,120.63768
27.83616,121.1572
28.15336,120.69171
27.6621,120.56595
27.51743,120.42631
27.78712,120.09137
27.55639,119.7175
27.77838,120.65518
28.11289,120.98338
30.74744,120.78483
30.76388,120.7092
30.83075,120.92716
30.52553,120.94579
30.50938,120.68102
30.67585,121.01606
30.63074,120.56432
30.85816,120.18562
30.84979,120.41847
30.54269,119.97754
31.02663,119.91011
30.63824,119.68219
29.98899,120.58199
30.08189,120.49476
30.03227,120.86858
29.49983,120.90385
29.71364,120.23632
29.58849,120.8217
29.08624,119.5715
29.09914,119.69311
28.8926,119.81651
29.45251,119.89206
29.05403,120.45022
29.20838,119.46051
29.30558,120.07468
29.28946,120.24191
28.88851,120.04731
28.96864,118.87117
28.97964,118.95919
28.90141,118.51116
29.13609,118.41422
29.02827,119.17225
28.73725,118.6269
30.01979,122.10679
29.9492,122.30278
30.24369,122.20498
30.72573,122.45137
28.67307,121.44297
28.64965,121.26295
28.58265,121.36508
28.13589,121.23164
29.10467,121.39568
29.14304,121.00728
28.84683,120.72881
28.3718,121.38599
28.8584,121.14495
28.44594,119.91284
28.13987,120.28955
28.65928,120.09158
28.59213,119.27602
28.44947,119.48202
28.11591,119.5734
27.61913,119.06266
27.9732,119.63581
28.07434,119.14168
31.85797,117.30949
31.87872,117.26497
31.8512,117.26061
31.79352,117.3099
32.47796,117.16766
31.8877,117.46928
31.70653,117.1584
31.25567,117.28736
31.62329,117.88937
31.34072,118.38548
31.31185,118.37272
31.36959,118.39236
31.22436,118.23464
31.13479,118.57529
31.08291,118.19934
30.91465,118.33405
31.30317,117.90224
32.9428,117.39347
32.94448,117.36779
32.92921,117.34211
32.96436,117.35996
32.9701,117.20514
33.14507,117.88529
33.31769,117.31666
32.63149,117.05335
32.64709,117.01743
32.59996,116.85913
32.63142,116.83359
32.77263,116.83626
32.70946,116.71077
31.69996,118.5115
31.68216,118.49853
31.5699,118.4978
31.73358,118.10241
31.74423,118.35145
34.22526,117
33.95999,116.79425
33.89577,116.8132
33.91537,116.7662
30.93426,117.81541
30.95614,117.87431
30.77372,117.75643
30.95271,117.79147
30.51155,117.09081
30.51227,117.03424
30.61328,116.98726
30.73381,116.82974
30.69961,117.22019
30.63107,116.58133
30.45411,116.30885
30.15363,116.1292
30.12442,116.69423
30.84939,116.35999
31.03585,116.97416
29.6958,118.3151
30.27296,118.14161
29.82794,118.33681
29.86076,118.41359
29.78618,118.18245
29.92476,117.93835
29.85409,117.71715
32.2948,118.30553
32.35317,118.17138
32.45217,118.43575
32.0853,118.27303
32.52998,117.69856
32.866,117.56124
32.68945,119.00355
32.77699,117.98944
32.88327,115.80672
32.91303,115.85668
32.92505,115.80847
33.06457,115.25811
33.16026,115.62203
32.65887,115.59319
