,resource,gen_pwh,gen_share
0,l1_ccs,0.0,0.0
1,l1_chp,0.0,0.0
2,l1_unabated,3.0842900093844716,0.20769629692824707
3,l4_ccs,0.0,0.0
4,l4_unabated,0.056940018357643306,0.0038343446705483676
5,l2,1.622609491147063,0.10926663240047553
6,l3,1.5171720152130614,0.10216646567091314
7,wind,5.510430156302537,0.3710727377981503
8,solar,2.9498742607898114,0.1986447313663171
9,bio,0.24535008000000005,0.0165218909090909
10,re_share,,0.5697174691644674
11,clean_share,,0.797672458144947
12,wind_curtail,0.1304,
13,solar_curtail,0.1075,
14,total_gen,14.986666031194586,
15,total_demand,14.850000000000012,
